Quantify Compound Summary Report 

Printed Wed Oct 16 10:34:44 2024

Compound 1:  IS_LPC_17:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
37	37	EC72_Lipidomics_000131	0.000	6.99	3194.664		3194.664	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	7.01	8635.312		8635.312	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	6.99	2454.233		2454.233	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	7.00	2777.322		2777.322	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	6.99	2507.756		2507.756	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	6.99	2350.247		2350.247	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	6.99	3188.806		3188.806	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	7.01	0.473		0.473	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	7.04	2.592		2.592	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	7.03	0.578		0.578	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	7.00	1.076		1.076	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	7.01	3.036		3.036	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	7.17	0.404		0.404	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	6.99	0.824		0.824	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	7.01	1.294		1.294	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000						Solvent
48	48	EC72_Lipidomics_000142	0.000	7.01	0.713		0.713	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	7.13	1.836		1.836	bb	Solvent

Compound 7:  IS_PC_19:0/19:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	7.77	823.178		823.178	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	7.77	1017.035		1017.035	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	7.77	1810.467		1810.467	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	7.77	1332.430		1332.430	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	7.74	1379.638		1379.638	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	7.77	824.741		824.741	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	7.77	1132.287		1132.287	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	7.78	944.382		944.382	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	7.77	503.283		503.283	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	7.78	566.949		566.949	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	7.77	641.748		641.748	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	7.77	925.413		925.413	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	7.77	1988.856		1988.856	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	7.77	807.277		807.277	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	7.77	1016.155		1016.155	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	7.77	1425.252		1425.252	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	7.77	693.634		693.634	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	7.77	751.424		751.424	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	7.77	671.630		671.630	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	7.77	920.175		920.175	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	7.76	1078.786		1078.786	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	7.77	1830.376		1830.376	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	7.78	1290.156		1290.156	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	7.77	1352.792		1352.792	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	7.78	509.652		509.652	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	7.79	1066.263		1066.263	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	7.77	923.959		923.959	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	7.78	3105.968		3105.968	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	7.78	4121.540		4121.540	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	7.76	2407.629		2407.629	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	7.78	857.468		857.468	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	7.76	1151.453		1151.453	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	7.77	1395.956		1395.956	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	7.79	1411.157		1411.157	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	7.77	856.749		856.749	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	7.78	1153.005		1153.005	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	7.77	1168.730		1168.730	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	7.77	1116.117		1116.117	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	7.77	1098.122		1098.122	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	7.94	2.608		2.608	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000						Solvent
12	12	EC72_Lipidomics_000106	0.000						Solvent
20	20	EC72_Lipidomics_000114	0.000	7.77	3.367		3.367	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000						Solvent
30	30	EC72_Lipidomics_000124	0.000	7.82	1.431		1.431	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	7.85	0.723		0.723	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	7.80	1.261		1.261	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	7.80	0.194		0.194	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000						Solvent
50	50	EC72_Lipidomics_000144	0.000	7.85	0.435		0.435	bb	Solvent

Compound 8:  IS PE 17:0 17:0 NL141

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	6.48	578.872		578.872	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	6.48	613.185		613.185	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	6.48	491.408		491.408	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	6.49	842.243		842.243	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	6.46	637.806		637.806	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	6.49	695.987		695.987	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	6.49	555.108		555.108	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	6.49	644.430		644.430	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	6.48	241.433		241.433	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	6.49	854.395		854.395	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	6.48	658.156		658.156	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	6.48	4090.625		4090.625	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	6.49	583.571		583.571	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	6.48	599.564		599.564	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	6.48	626.165		626.165	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	6.48	447.497		447.497	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	6.48	998.074		998.074	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	6.48	871.096		871.096	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	6.48	724.132		724.132	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	6.48	714.294		714.294	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	6.47	665.449		665.449	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	6.48	512.466		512.466	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	6.49	316.518		316.518	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	6.48	858.652		858.652	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	6.50	193.162		193.162	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	6.50	524.882		524.882	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	6.50	117.580		117.580	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	6.49	652.817		652.817	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	6.49	744.020		744.020	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	6.47	447.182		447.182	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	6.50	571.129		571.129	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	6.47	507.837		507.837	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	6.48	653.376		653.376	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	6.51	3143.102		3143.102	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	6.49	573.675		573.675	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	6.49	525.069		525.069	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	6.48	692.717		692.717	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	6.48	654.267		654.267	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	6.48	683.538		683.538	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	6.50	1.849		1.849	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000						Solvent
12	12	EC72_Lipidomics_000106	0.000	6.82	2.089		2.089	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	6.75	0.794		0.794	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	6.84	0.646		0.646	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	6.80	0.612		0.612	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	6.67	2.726		2.726	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	6.63	1.889		1.889	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	6.81	2.221		2.221	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	6.50	0.377		0.377	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	6.64	2.762		2.762	bb	Solvent

Compound 9:  IS_SM_d18:1_17:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	6.29	850.359		850.359	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	6.29	712.843		712.843	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	6.29	1660.124		1660.124	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	6.29	1085.531		1085.531	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	6.26	979.445		979.445	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	6.29	952.656		952.656	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	6.29	1209.407		1209.407	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	6.29	830.986		830.986	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	6.29	765.679		765.679	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	6.29	1064.142		1064.142	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	6.29	722.715		722.715	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	6.29	4781.542		4781.542	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	6.29	907.052		907.052	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	6.29	986.404		986.404	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	6.29	882.063		882.063	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	6.29	938.090		938.090	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	6.29	1284.915		1284.915	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	6.29	1196.561		1196.561	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	6.28	486.720		486.720	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	6.28	1055.876		1055.876	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	6.28	785.337		785.337	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	6.29	1349.678		1349.678	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	6.29	1107.542		1107.542	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	6.29	1157.916		1157.916	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	6.29	242.284		242.284	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	6.30	847.445		847.445	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	6.36	77.561		77.561	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	6.29	2164.946		2164.946	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	6.30	2802.837		2802.837	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	6.28	1503.521		1503.521	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	6.30	837.871		837.871	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	6.28	909.693		909.693	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	6.29	1131.449		1131.449	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	6.31	667.082		667.082	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	6.29	673.641		673.641	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	6.56	2.196		2.196	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	6.29	836.183		836.183	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	6.29	874.714		874.714	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	6.29	881.077		881.077	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	6.51	0.065		0.065	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	6.49	0.460		0.460	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	6.26	1.850		1.850	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	6.50	3.052		3.052	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	6.45	2.280		2.280	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	6.52	0.231		0.231	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	6.59	0.302		0.302	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	6.51	0.681		0.681	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	6.58	0.976		0.976	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	6.38	0.284		0.284	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	6.40	0.331		0.331	bb	Solvent

Compound 10:  IS_PE_17:0_17:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	6.31	39.135		39.135	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	6.32	10.972		10.972	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	6.30	56.146		56.146	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	6.31	53.027		53.027	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	6.29	28.259		28.259	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	6.30	49.263		49.263	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	6.32	31.298		31.298	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	6.31	32.927		32.927	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	6.31	30.208		30.208	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	6.31	32.485		32.485	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	6.30	17.107		17.107	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	6.31	181.360		181.360	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	6.30	49.750		49.750	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	6.30	38.411		38.411	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	6.32	60.130		60.130	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	6.31	14.912		14.912	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	6.31	50.194		50.194	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	6.31	55.247		55.247	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	6.30	35.607		35.607	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	6.30	29.137		29.137	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	6.30	48.782		48.782	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	6.31	78.251		78.251	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	6.31	92.445		92.445	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	6.31	90.404		90.404	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	6.32	34.998		34.998	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	6.33	19.474		19.474	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	6.20	73.585		73.585	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	6.23	0.573		0.573	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	6.31	124.739		124.739	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	6.29	113.764		113.764	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	6.32	103.118		103.118	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	6.29	88.913		88.913	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	6.30	79.819		79.819	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	6.32	38.061		38.061	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	6.30	24.853		24.853	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	6.31	26.841		26.841	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	6.32	40.983		40.983	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	6.30	50.760		50.760	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	6.31	41.106		41.106	bb	Pool
2	2	EC72_Lipidomics_000096	0.000						Solvent
10	10	EC72_Lipidomics_000104	0.000	6.16	0.434		0.434	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	6.20	1.160		1.160	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	6.03	0.413		0.413	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	6.26	0.098		0.098	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	6.25	0.438		0.438	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000						Solvent
40	40	EC72_Lipidomics_000134	0.000	6.28	0.359		0.359	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	6.49	0.989		0.989	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000						Solvent
50	50	EC72_Lipidomics_000144	0.000	6.53	0.684		0.684	bb	Solvent

Compound 11:  IS PE(15:0/18:1)_d7 NL141

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	6.03	0.320		0.320	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	5.90	0.348		0.348	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	5.96	0.231		0.231	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000						POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	5.99	0.374		0.374	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	5.96	0.447		0.447	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000						POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	5.97	0.084		0.084	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000						POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	5.88	0.361		0.361	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000						POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	5.87	0.052		0.052	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	6.00	0.062		0.062	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000						POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	5.99	0.035		0.035	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000						POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000						POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000						POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	5.98	0.023		0.023	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	5.95	0.063		0.063	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	5.97	0.071		0.071	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	5.90	0.711		0.711	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000						POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	5.99	0.078		0.078	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	6.02	0.366		0.366	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	5.96	0.125		0.125	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000						POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000						POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	6.06	0.220		0.220	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	5.86	4.339		4.339	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	6.06	0.902		0.902	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	6.06	0.392		0.392	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000						POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	5.88	18.282		18.282	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	5.87	18.112		18.112	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	5.88	17.013		17.013	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	5.87	22.531		22.531	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	5.87	17.196		17.196	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	6.06	0.589		0.589	bb	Pool
2	2	EC72_Lipidomics_000096	0.000						Solvent
10	10	EC72_Lipidomics_000104	0.000	5.90	0.643		0.643	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	6.01	0.197		0.197	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	5.94	0.577		0.577	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	5.97	0.021		0.021	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	5.92	0.145		0.145	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	5.97	0.407		0.407	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000						Solvent
42	42	EC72_Lipidomics_000136	0.000	6.03	0.545		0.545	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	5.95	0.561		0.561	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	6.00	0.170		0.170	bb	Solvent

Compound 12:  IS_CE_18:1_d7+PEG_Possible IS

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.67	478.206		478.206	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.67	449.620		449.620	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	9.66	232.600		232.600	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.67	479.883		479.883	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.66	538.741		538.741	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.67	492.927		492.927	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.67	396.377		396.377	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.67	543.300		543.300	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.67	473.913		473.913	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.67	570.113		570.113	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.67	498.751		498.751	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.67	509.146		509.146	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.66	2162.766		2162.766	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.67	538.015		538.015	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.67	507.169		507.169	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.67	614.998		614.998	bb	POS_072-141_TNFa_4
