From	To
Q9NWT1	ENSG00000285226.2
A0A087WY58	ENSG00000136098.18
P29083	ENSG00000153767.10
A0A590UJ74	ENSG00000132970.14
A0A0A0MTC7	ENSG00000112769.20
O75380	ENSG00000145494.12
Q5T9L3	ENSG00000116729.14
F8WDE2	ENSG00000163900.11
O14613	ENSG00000149798.5
O43493	ENSG00000152291.15
O43493	ENSG00000292253.1
F5H5D3	ENSG00000167553.17
A0A0J9YWM6	ENSG00000164904.18
P36873	ENSG00000186298.12
Q14554	ENSG00000065485.20
P07204	ENSG00000178726.7
A8MVZ6	ENSG00000151746.15
Q9HDC9	ENSG00000101474.12
A1X283	ENSG00000174705.13
Q96HS1	ENSG00000247077.8
E9PB61	ENSG00000183684.8
A0A7P0T9B3	ENSG00000073060.17
A0A087X2H1	ENSG00000092148.14
E9PIT3	ENSG00000180210.15
B7ZLQ5	ENSG00000102038.16
H7BXL1	ENSG00000163900.11
H0YD21	ENSG00000123472.13
Q12769	ENSG00000030066.14
Q5SW79	ENSG00000143702.17
Q5SW79	ENSG00000276725.4
Q08722	ENSG00000196776.17
Q15185	ENSG00000110958.16
Q92581	ENSG00000198689.13
A0A494C164	ENSG00000170581.15
P82914	ENSG00000116898.12
Q96HY6	ENSG00000198171.13
Q08499	ENSG00000113448.21
P51809	ENSG00000124333.16
P51809	ENSG00000292366.1
Q6P1M0	ENSG00000167114.13
Q13426	ENSG00000152422.16
Q99986	ENSG00000100749.9
Q6NW29	ENSG00000182552.15
Q9P291	ENSG00000126947.13
H7BXT7	ENSG00000177951.18
P37023	ENSG00000139567.14
O14929	ENSG00000128708.13
H0YIB8	ENSG00000089127.15
P00492	ENSG00000165704.15
Q92791	ENSG00000141696.13
Q9Y6W5	ENSG00000158195.11
O95236	ENSG00000128284.20
O15212	ENSG00000204220.12
O15212	ENSG00000206283.10
O15212	ENSG00000224782.8
O15212	ENSG00000235692.8
O15212	ENSG00000237335.8
Q9H5X1	ENSG00000166797.12
Q12851	ENSG00000168067.12
A0A0J9YW69	ENSG00000204131.11
P31948	ENSG00000168439.17
Q9BRX2	ENSG00000152684.11
Q9BZK7	ENSG00000177565.19
Q53Z42	ENSG00000235657.9
K7EL99	ENSG00000105254.12
Q9NY27	ENSG00000163605.16
O00115	ENSG00000105612.10
Q16881	ENSG00000198431.18
A0A2R8YD58	ENSG00000101266.19
Q8NEV4	ENSG00000095777.17
A0A1W2PP57	ENSG00000124155.19
Q8NBQ5	ENSG00000198189.11
H3BQK0	ENSG00000157349.17
P25398	ENSG00000112306.8
Q14192	ENSG00000115641.19
Q05048	ENSG00000101138.12
H0Y990	ENSG00000164163.11
A0A087X0M4	ENSG00000163798.14
E9PRG8	ENSG00000278615.5
Q8NBU5	ENSG00000138138.14
P41223	ENSG00000106245.11
A0A2R8Y5P7	ENSG00000112855.17
A0A087WWW7	ENSG00000079308.21
Q9HCM4	ENSG00000115109.14
Q8TCE6	ENSG00000119979.18
Q15599	ENSG00000065054.14
B4DDD6	ENSG00000136279.21
P61073	ENSG00000121966.8
A0A2U3TZN6	ENSG00000147044.23
O95167	ENSG00000170906.16
O95167	ENSG00000275724.1
O95167	ENSG00000276220.1
O95167	ENSG00000273642.1
O95167	ENSG00000278365.1
O95167	ENSG00000274359.1
O95167	ENSG00000275605.1
O95167	ENSG00000276766.1
O95167	ENSG00000276061.4
O95167	ENSG00000277722.1
Q7Z2K6	ENSG00000099219.15
Q99590	ENSG00000139218.18
A0A2U3TZU2	ENSG00000105220.17
E7EX04	ENSG00000186522.15
Q6JQN1	ENSG00000111271.15
A0A7P0T8E1	ENSG00000089127.15
P02771	ENSG00000081051.8
O94760	ENSG00000153904.21
Q8NBK3	ENSG00000144455.14
O76024	ENSG00000109501.15
Q9Y2H0	ENSG00000080845.19
A0A7P0TA76	ENSG00000123983.15
U3KQ96	ENSG00000028277.22
O00178	ENSG00000100226.16
P16152	ENSG00000159228.13
A0A087WV05	ENSG00000274944.4
Q9NV96	ENSG00000112697.17
Q9H492	ENSG00000101460.13
P63162	ENSG00000128739.23
E9PJ42	ENSG00000166471.11
O60279	ENSG00000173705.9
Q9BZE9	ENSG00000169696.16
Q13464	ENSG00000067900.9
Q9UJU6	ENSG00000136279.21
P33527	ENSG00000103222.20
P33527	ENSG00000278183.4
P00973	ENSG00000089127.15
Q99543	ENSG00000105821.15
J3KNN7	ENSG00000089234.16
Q13363	ENSG00000159692.18
Q96PU4	ENSG00000147854.17
A0A0A0MT32	ENSG00000107798.18
D6R9S7	ENSG00000114544.17
Q96B26	ENSG00000120699.14
O43181	ENSG00000164258.12
A0A5F9ZHH4	ENSG00000204842.18
Q9NUT2	ENSG00000197150.13
A0A0D9SEI0	ENSG00000130349.10
A0A7P0T939	ENSG00000127914.19
P20742	ENSG00000126838.10
A0A7P0Z4J9	ENSG00000003393.16
Q9BZE4	ENSG00000107937.19
R4GNH3	ENSG00000165916.9
Q9Y5V3	ENSG00000179222.18
A0A0U1RQE4	ENSG00000109686.20
A0A0U1RQE4	ENSG00000292165.1
Q9UID3	ENSG00000149823.10
O14556	ENSG00000105679.9
Q9H4Z3	ENSG00000100982.12
J3QRX6	ENSG00000172301.11
P54619	ENSG00000181929.13
P48426	ENSG00000150867.14
Q8IZ41	ENSG00000165105.10
O43520	ENSG00000081923.15
Q9UHB9	ENSG00000167881.15
B7ZKJ8	ENSG00000055955.17
Q9Y3B8	ENSG00000076043.11
P25116	ENSG00000181104.7
O95232	ENSG00000108848.16
Q9NRQ2	ENSG00000114698.15
Q9NYU1	ENSG00000102595.22
O43760	ENSG00000108639.8
Q8IVP5	ENSG00000069509.6
J3KN01	ENSG00000130396.22
A4D1E9	ENSG00000105793.16
P61009	ENSG00000129128.13
P35232	ENSG00000167085.14
Q14141	ENSG00000125354.24
P07711	ENSG00000135047.16
Q9NZT1	ENSG00000178372.8
Q5VW52	ENSG00000119927.14
Q9Y2L1	ENSG00000083520.15
P10620	ENSG00000008394.13
E9PNW8	ENSG00000197601.15
P36578	ENSG00000174444.15
S4R410	ENSG00000214655.11
Q9Y5B6	ENSG00000159086.15
Q9Y5B6	ENSG00000263141.5
Q93009	ENSG00000187555.17
J3QRU1	ENSG00000176105.14
Q5JPE7	ENSG00000185164.15
M0R0B4	ENSG00000105700.11
Q16831	ENSG00000183696.14
Q92541	ENSG00000137815.15
P48723	ENSG00000155304.6
O96000	ENSG00000140990.15
O96000	ENSG00000291930.1
Q96H79	ENSG00000146858.8
P83110	ENSG00000170801.10
Q7Z4Q2	ENSG00000155393.14
F6U1T9	ENSG00000221823.11
Q86SR1	ENSG00000164574.16
A0A7I2V3J3	ENSG00000185359.14
P18124	ENSG00000147604.14
Q9NRA2	ENSG00000119899.13
O75874	ENSG00000138413.14
P02787	ENSG00000091513.16
P26373	ENSG00000167526.14
P62699	ENSG00000119801.13
C9JCC6	ENSG00000175550.8
Q9Y5X2	ENSG00000106266.11
Q7Z6M1	ENSG00000136933.17
D6R992	ENSG00000104856.15
Q5TZA2	ENSG00000058453.17
Q9GZU1	ENSG00000090674.16
Q96IJ6	ENSG00000144591.20
Q9GZP8	ENSG00000167644.12
Q96K37	ENSG00000127526.15
H9KV77	ENSG00000172301.11
Q8TAE8	ENSG00000179271.3
D6R9P3	ENSG00000197451.12
Q13190	ENSG00000162236.13
Q9BV36	ENSG00000115648.14
A0A7P0T8A7	ENSG00000172270.22
O76021	ENSG00000171490.13
O15382	ENSG00000105552.15
Q6UW02	ENSG00000119004.17
H0YDL9	ENSG00000110651.13
D6RA76	ENSG00000080822.17
Q9BZQ8	ENSG00000135842.17
Q15208	ENSG00000112079.9
Q7LC14	ENSG00000146232.17
U3KQL2	ENSG00000170634.13
Q6P1K2	ENSG00000160783.19
Q7Z739	ENSG00000185728.17
A0A0R4J2F6	ENSG00000214706.12
O95456	ENSG00000183527.12
Q9NS69	ENSG00000100216.6
A0A7P0T901	ENSG00000120697.10
P30622	ENSG00000130779.22
P07858	ENSG00000164733.23
P07858	ENSG00000285132.3
Q13077	ENSG00000056558.11
O14786	ENSG00000099250.18
P60900	ENSG00000100902.11
I3L288	ENSG00000011638.11
Q5T8T7	ENSG00000148297.16
Q5T8T7	ENSG00000281022.3
Q6ZMP0	ENSG00000187720.15
A0A7I2U302	ENSG00000196549.13
Q9UI10	ENSG00000115211.17
O60216	ENSG00000164754.16
P63146	ENSG00000119048.9
O60832	ENSG00000130826.19
Q92947	ENSG00000105607.14
P61020	ENSG00000111540.16
Q4G0J3	ENSG00000174720.18
Q96MF7	ENSG00000156831.8
Q13888	ENSG00000145736.15
Q13888	ENSG00000276910.4
Q13888	ENSG00000275045.4
Q92783	ENSG00000136738.15
Q13043	ENSG00000101109.13
J3KQ66	ENSG00000189056.15
Q13616	ENSG00000055130.18
Q52LJ0	ENSG00000171262.11
Q12874	ENSG00000183431.12
H0YFD6	ENSG00000084754.12
Q9UFG5	ENSG00000119559.17
D6RF48	ENSG00000168818.10
P23526	ENSG00000101444.13
Q00610	ENSG00000141367.14
P14174	ENSG00000240972.2
P14174	ENSG00000276701.2
J3KNA0	ENSG00000155463.14
C9J126	ENSG00000170558.10
J3QR09	ENSG00000108298.12
Q13641	ENSG00000146242.9
Q13641	ENSG00000283085.3
Q6ZN40	ENSG00000140416.26
Q96AY4	ENSG00000100154.15
Q92925	ENSG00000108604.18
A0A6Q8PF23	ENSG00000151092.18
J3QS66	ENSG00000266173.7
P37840	ENSG00000145335.17
C9JFE4	ENSG00000169727.14
A0A494C1L5	ENSG00000198589.15
A0A0J9YX62	ENSG00000105993.15
A6NGN4	ENSG00000276299.5
A6NGN4	ENSG00000229571.7
A6NGN4	ENSG00000282566.2
A6NGN4	ENSG00000283348.2
P15559	ENSG00000181019.13
E9PGT1	ENSG00000211460.12
H3BQ52	ENSG00000128989.11
Q92621	ENSG00000155561.15
Q5T0D9	ENSG00000158109.15
P16930	ENSG00000103876.14
O75347	ENSG00000171530.15
Q07820	ENSG00000143384.14
A2A3S1	ENSG00000165637.14
Q8N5H7	ENSG00000095370.20
Q9UBS4	ENSG00000090520.12
P61970	ENSG00000102898.13
Q5TBB1	ENSG00000136104.22
Q9BV44	ENSG00000134077.16
P78385	ENSG00000170523.3
Q14919	ENSG00000175550.8
Q58WW2	ENSG00000143164.16
O94874	ENSG00000014123.10
Q9UKV8	ENSG00000123908.12
Q9Y6D6	ENSG00000066777.9
P0DI82	ENSG00000256060.3
B7Z6D5	ENSG00000124228.15
O60333	ENSG00000054523.20
O43790	ENSG00000170442.12
Q9BUF5	ENSG00000176014.13
Q86XP1	ENSG00000102780.17
Q7L2E3	ENSG00000132153.15
A0A7P0TA85	ENSG00000172270.22
P47974	ENSG00000152518.8
M0R0K9	ENSG00000130726.12
Q8IZL8	ENSG00000141456.16
P08237	ENSG00000152556.17
O60762	ENSG00000000419.14
Q86UL3	ENSG00000158669.11
E9PJK1	ENSG00000110651.13
Q9H0R4	ENSG00000167220.12
Q9GZT3	ENSG00000119705.10
O94855	ENSG00000150961.15
Q16537	ENSG00000154001.14
Q9BQ90	ENSG00000124702.19
H0YH87	ENSG00000204842.18
Q9NQZ2	ENSG00000132467.4
Q9Y3F4	ENSG00000023734.11
Q8WTT2	ENSG00000173145.11
Q9Y3P9	ENSG00000011454.18
Q9Y6U3	ENSG00000006747.15
P61599	ENSG00000173418.12
Q9UDT1	ENSG00000005486.17
O95487	ENSG00000138802.11
Q5T5P2	ENSG00000120549.19
E5RGS2	ENSG00000168476.12
P11498	ENSG00000173599.15
Q8N339	ENSG00000205364.4
A0A804HL40	ENSG00000138095.20
A0A0A0MRM9	ENSG00000166197.17
Q14145	ENSG00000079999.14
A0A0A6YYL4	ENSG00000103426
A0A0A6YYL4	ENSG00000278760
P52758	ENSG00000132541.11
Q9UK59	ENSG00000138231.14
P46821	ENSG00000131711.15
Q9UNX3	ENSG00000037241.7
P56545	ENSG00000175029.17
A0A7P0TAE3	ENSG00000011243.19
P61916	ENSG00000119655.11
Q5T196	ENSG00000160688.19
K7EN27	ENSG00000116288.13
Q14195	ENSG00000113657.13
K7EIY6	ENSG00000070423.18
Q8N370	ENSG00000167703.15
Q8N370	ENSG00000278550.4
Q9Y4Y9	ENSG00000106355.10
A0A087WWP4	ENSG00000162775.17
Q9Y4E6	ENSG00000091157.15
Q9UBK9	ENSG00000126756.12
A0A1B0GVJ7	ENSG00000197077.14
X6RK58	ENSG00000172731
P68104	ENSG00000156508.19
Q9BRJ6	ENSG00000146540.15
Q06265	ENSG00000123737.13
B4DI26	ENSG00000166260.13
Q12948	ENSG00000054598.9
P30711	ENSG00000277656.3
Q9Y3C0	ENSG00000120860.11
Q10567	ENSG00000100280.17
P62820	ENSG00000138069.18
Q9NX61	ENSG00000064545.15
A0A087WXR7	ENSG00000136104.22
P57081	ENSG00000160193.12
G3V4K3	ENSG00000151445.16
E9PNL8	ENSG00000149091.15
A0A7P0T8R1	ENSG00000003393.16
P52630	ENSG00000170581.15
Q8IVS2	ENSG00000100294.13
Q2TAL8	ENSG00000198218.12
Q9Y5B0	ENSG00000060069.18
O15121	ENSG00000143753.14
Q9BSJ8	ENSG00000139641.13
Q9NZC9	ENSG00000138375.14
A0A590UK01	ENSG00000124193.16
A0A0C4DG44	ENSG00000115317.12
P83881	ENSG00000241343.10
A0A087WXL6	ENSG00000160695.16
A0A087WXL6	ENSG00000280616.4
Q00535	ENSG00000164885.13
P31150	ENSG00000203879.12
Q6P1Q9	ENSG00000165055.16
Q9UI09	ENSG00000184752.14
Q99623	ENSG00000215021.10
O75204	ENSG00000135956.10
P35240	ENSG00000186575.20
H0YAY3	ENSG00000105339.11
Q15155	ENSG00000103512.16
Q15155	ENSG00000274779.4
P22234	ENSG00000128050.9
Q9Y266	ENSG00000090273.14
Q9BRF8	ENSG00000103381.12
P04899	ENSG00000114353.17
A0A0D9SF54	ENSG00000197694.19
A0A1B0GTL5	ENSG00000135631.17
Q8ND04	ENSG00000167447.13
H0YLF3	ENSG00000166710.23
H0YLF3	ENSG00000273686.4
Q32P44	ENSG00000149499.12
A0A182DWF3	ENSG00000184470.21
A0A3B3ITA3	ENSG00000182307.14
A0A3B3ITA3	ENSG00000291362.1
A0A3F2YNY7	ENSG00000256269.11
P58511	ENSG00000205670.12
A0A6I8PS32	ENSG00000168259.17
P43246	ENSG00000095002.16
P23396	ENSG00000149273.15
H9KV45	ENSG00000109332.20
P29084	ENSG00000197265.9
B1AKY9	ENSG00000018625.15
Q9H3Q1	ENSG00000179604.10
A0A7P0TA83	ENSG00000189056.15
B5MC53	ENSG00000115204.15
A0A2R8YCY2	ENSG00000073910.23
O00231	ENSG00000108671.11
A0A1C7CYX9	ENSG00000092964.18
Q9BTW9	ENSG00000141556.22
Q9BX68	ENSG00000137133.11
Q460N5	ENSG00000173193.15
A0A075B730	ENSG00000261150.3
Q2VPK5	ENSG00000174177.13
A0A0D9SF53	ENSG00000215301.11
Q9HD45	ENSG00000077147.16
P07305	ENSG00000189060.6
A0A804HHU9	ENSG00000124356.17
Q10713	ENSG00000165688.14
Q86VM9	ENSG00000158545.16
O14974	ENSG00000058272.19
O95155	ENSG00000130939.20
P52701	ENSG00000116062.19
O15511	ENSG00000162704.16
C9JXA2	ENSG00000044524.11
H7C579	ENSG00000114021.12
G3V267	ENSG00000100577.19
F8W9X7	ENSG00000125633.11
Q9Y4W6	ENSG00000141385.12
K7EP90	ENSG00000126254.12
Q13435	ENSG00000087365.16
A0A087WU13	ENSG00000010278.15
O75886	ENSG00000115145.10
O14662	ENSG00000124222.23
Q9P016	ENSG00000151500.15
Q03252	ENSG00000176619.13
Q96EY4	ENSG00000198498.10
Q9NWV8	ENSG00000105393.16
O60927	ENSG00000204619.8
O60927	ENSG00000206501.8
O60927	ENSG00000236560.6
O60927	ENSG00000237829.6
O60927	ENSG00000234058.6
O60927	ENSG00000233314.6
O60927	ENSG00000237403.6
O60927	ENSG00000227720.6
P49354	ENSG00000168522.13
Q27J81	ENSG00000203485.14
I3L3C2	ENSG00000140931.20
P50914	ENSG00000188846.14
F8WAX7	ENSG00000113811.12
Q09161	ENSG00000136937.13
Q9UI26	ENSG00000086200.17
O43818	ENSG00000114767.7
O75396	ENSG00000265808.4
A2A2V1	ENSG00000171867
E9PHV5	ENSG00000138434.17
Q6P2Q9	ENSG00000174231.18
Q6P2Q9	ENSG00000274442.2
O95295	ENSG00000143553.11
Q00059	ENSG00000108064.11
O15228	ENSG00000116906.13
O00303	ENSG00000175390.15
Q9NZI7	ENSG00000153560.12
O75746	ENSG00000115840.14
O75746	ENSG00000292099.1
Q9UHA4	ENSG00000109270.13
P14625	ENSG00000166598.16
Q16181	ENSG00000122545.22
O14828	ENSG00000116521.12
O14828	ENSG00000263290.5
P63092	ENSG00000087460.29
D6RFX6	ENSG00000080822.17
P07814	ENSG00000136628.18
C9IZG4	ENSG00000112514.18
Q0ZGT2	ENSG00000162614.19
Q9BUR5	ENSG00000184831.14
H7C286	ENSG00000124357.13
K7ERQ2	ENSG00000177150.13
Q6NYC8	ENSG00000146112.12
Q6NYC8	ENSG00000206485.10
Q6NYC8	ENSG00000225060.8
Q6NYC8	ENSG00000230341.8
Q6NYC8	ENSG00000234000.8
Q6NYC8	ENSG00000229998.8
Q00587	ENSG00000128283.7
A0A3B3ISG5	ENSG00000119912.18
Q13131	ENSG00000132356.12
M0QXN9	ENSG00000105700.11
P01033	ENSG00000102265.12
A0A0J9YWL0	ENSG00000112297.18
E5RHX8	ENSG00000120533.13
Q00613	ENSG00000185122.11
Q00613	ENSG00000284774.2
Q96GX2	ENSG00000253719.4
A0A804HL95	ENSG00000130640.15
P37198	ENSG00000213024.13
J3QRS3	ENSG00000101608.13
Q8WXI9	ENSG00000143614.11
Q8WXI9	ENSG00000261992.2
A0A7I2YQV0	ENSG00000072121.17
A0A6I8PLB3	ENSG00000133706.20
H0Y5B0	ENSG00000079819.20
P19320	ENSG00000162692.12
Q92506	ENSG00000112474.4
Q92506	ENSG00000204228.4
Q92506	ENSG00000228357.2
Q92506	ENSG00000232357.2
Q92506	ENSG00000228712.2
Q92506	ENSG00000225312.2
F8W8R3	ENSG00000106628.13
G3V0I5	ENSG00000167792.13
Q99832	ENSG00000135624.17
P13612	ENSG00000115232.14
B7ZC39	ENSG00000148341.18
Q13496	ENSG00000171100.16
Q92530	ENSG00000125818.18
O00233	ENSG00000110801.14
P09234	ENSG00000124562.10
H0Y837	ENSG00000126883.19
Q5T7U1	ENSG00000148308.18
Q9UHW9	ENSG00000140199.13
P46060	ENSG00000100401.21
Q9UQ35	ENSG00000167978.19
O95297	ENSG00000197965.12
P51858	ENSG00000143321.19
Q99700	ENSG00000204842.18
E7ENI6	ENSG00000003147.19
Q9Y3D5	ENSG00000163319.11
A0A2R8YEH2	ENSG00000136104.22
O43143	ENSG00000109606.13
P62424	ENSG00000148303.17
P62424	ENSG00000280858.3
Q14103	ENSG00000138668.20
P00734	ENSG00000180210.15
I3NI21	ENSG00000011638.11
Q96L92	ENSG00000143376.14
O75367	ENSG00000113648.17
Q92882	ENSG00000134996.12
Q7Z5H3	ENSG00000128805.15
Q9Y5Y7	ENSG00000133800.9
A0A7P0TAP9	ENSG00000058056.10
Q75QN2	ENSG00000164941.14
Q15035	ENSG00000065308.5
P58107	ENSG00000261150.3
Q9UDY2	ENSG00000119139.21
O75083	ENSG00000071127.18
Q9H7E9	ENSG00000182307.14
Q9H7E9	ENSG00000291362.1
Q5T1Z8	ENSG00000134644.16
A0A7P0T919	ENSG00000159063.14
P49721	ENSG00000126067.12
Q8IWB9	ENSG00000136478.9
P52594	ENSG00000173744.18
P61978	ENSG00000165119.22
P12004	ENSG00000132646.11
P54577	ENSG00000134684.13
P14406	ENSG00000112695.13
Q8TD16	ENSG00000185963.14
P00390	ENSG00000104687.14
P62253	ENSG00000132388.13
P16298	ENSG00000107758.16
Q9P2A4	ENSG00000108798.9
O75190	ENSG00000105993.15
Q5JPI3	ENSG00000179021.10
P18074	ENSG00000104884.17
Q96SW2	ENSG00000113851.16
H0YDV5	ENSG00000120279.7
Q9H0U9	ENSG00000189241.8
E9PE17	ENSG00000239789.6
Q8IWZ3	ENSG00000131503.21
P28340	ENSG00000062822.16
Q9NQ48	ENSG00000163818.20
P08574	ENSG00000179091.5
Q5VW32	ENSG00000162819.12
Q14011	ENSG00000099622.14
P28161	ENSG00000213366.13
Q562R1	ENSG00000169067.4
M0R0N4	ENSG00000042753.12
Q9Y6I4	ENSG00000140455.17
B4E1Q4	ENSG00000101782.15
Q9Y312	ENSG00000131043.13
Q8N6H7	ENSG00000149182.15
P52943	ENSG00000182809.11
Q96S82	ENSG00000138629.16
Q96S82	ENSG00000288408.1
O14957	ENSG00000127540.12
P27695	ENSG00000100823.12
P27695	ENSG00000291796.1
C9JSK5	ENSG00000188191.16
Q09666	ENSG00000124942.14
J3KT75	ENSG00000129255.16
P46063	ENSG00000004700.16
Q5VY80	ENSG00000155918.8
O43617	ENSG00000054116.12
A0A7P0TAQ0	ENSG00000163131.12
Q96EI5	ENSG00000133142.19
Q99615	ENSG00000168259.17
Q9BWS9	ENSG00000177830.18
B1AJY7	ENSG00000101843.19
A0A1B0GV11	ENSG00000198689.13
Q16740	ENSG00000125656.11
A0A804CDA6	ENSG00000204843.13
Q14320	ENSG00000071859.15
Q9Y5M8	ENSG00000144867.13
Q5VSL9	ENSG00000143093.15
Q8IWA5	ENSG00000129353.15
Q8IVG5	ENSG00000177409.12
A0A5F9ZI57	ENSG00000204842.18
E9PF46	ENSG00000170634.13
Q9NYK5	ENSG00000154719.14
P50395	ENSG00000057608.17
O00629	ENSG00000186432.10
P15407	ENSG00000175592.9
Q99567	ENSG00000108559.13
Q4G0N4	ENSG00000152620.13
Q03013	ENSG00000168765.19
J3KND3	ENSG00000092841.19
H0Y2U5	ENSG00000248751.6
Q9Y244	ENSG00000132963.9
H0YH69	ENSG00000139163.16
Q14161	ENSG00000139436.22
A0A1B0GVI3	ENSG00000186395.9
M0QYG8	ENSG00000130755.13
M0QYG8	ENSG00000291873.1
Q9BVC4	ENSG00000167965.18
P62937	ENSG00000196262.15
O75144	ENSG00000160223.18
P49321	ENSG00000132780.17
Q15121	ENSG00000162734.13
A0A1W2PQU7	ENSG00000131095.14
Q9NP79	ENSG00000009844.16
P31949	ENSG00000163191.6
A0A7P0TAN7	ENSG00000168003.19
Q15555	ENSG00000166974.13
A0A024R571	ENSG00000110047.18
P62072	ENSG00000134809.9
P51452	ENSG00000108861.9
P06400	ENSG00000139687.17
Q5TEC6	ENSG00000273213.4
Q9H8H2	ENSG00000125485.18
Q9H0B6	ENSG00000174996.12
P60891	ENSG00000147224.13
Q9NQS3	ENSG00000177707.11
Q8NHV4	ENSG00000139350.12
Q86Y26	ENSG00000184507.17
Q9NRH2	ENSG00000163788.14
A0A7P0T9U5	ENSG00000003393.16
O75880	ENSG00000133028.12
Q8N668	ENSG00000173163.11
J3QSA5	ENSG00000154240.18
A0A7I2V4Y1	ENSG00000183735.11
O15155	ENSG00000105829.13
P13498	ENSG00000051523.12
P19388	ENSG00000099817.12
P49736	ENSG00000073111.15
A0A7P0T8J7	ENSG00000131043.13
Q96JH7	ENSG00000175073.8
E9PJN1	ENSG00000162302.13
P0DMM9	ENSG00000261052.6
Q9NZJ4	ENSG00000151835.17
Q9Y285	ENSG00000179115.11
P46977	ENSG00000134910.14
Q9BYD2	ENSG00000143436.11
Q9BRG1	ENSG00000131475.7
P23368	ENSG00000082212.13
P09104	ENSG00000111674.9
Q9BRR9	ENSG00000123329.20
Q9P2E7	ENSG00000138650.9
P53985	ENSG00000155380.13
P53985	ENSG00000281917.4
P20618	ENSG00000008018.9
Q92959	ENSG00000174640.15
H0YBU3	ENSG00000104679.12
A0A804HI41	ENSG00000090581.11
Q2M1Z3	ENSG00000031081.11
Q9UIW2	ENSG00000114554.12
Q9BYX4	ENSG00000115267.10
Q9NVX2	ENSG00000073536.18
P51798	ENSG00000103249.19
P48444	ENSG00000095139.15
O95433	ENSG00000100591.8
P62341	ENSG00000198843.14
P83916	ENSG00000108468.15
O95786	ENSG00000107201.12
J3QK89	ENSG00000085872.15
P49821	ENSG00000167792.13
P26196	ENSG00000110367.14
Q6YN16	ENSG00000119471.15
P38919	ENSG00000141543.12
P38919	ENSG00000291508.1
Q9NQR4	ENSG00000114021.12
P46108	ENSG00000167193.8
C9J8T4	ENSG00000082996.20
P47897	ENSG00000172053.18
A0A096LNY6	ENSG00000239900.14
O00418	ENSG00000103319.12
Q32P28	ENSG00000117385.16
Q9Y6K0	ENSG00000134255.16
Q9H4E5	ENSG00000126785.13
Q5QJE6	ENSG00000067334.14
O00170	ENSG00000110711.11
A0A6Q8PFC2	ENSG00000104967.8
J3QTA6	ENSG00000159685.11
B5ME97	ENSG00000186522.15
K7ELC2	ENSG00000115268.10
P02652	ENSG00000158874.11
A0A2R8Y6L5	ENSG00000157540.22
A0A087X256	ENSG00000136051.15
O43169	ENSG00000103018.18
Q96RD7	ENSG00000110218.9
Q99798	ENSG00000100412.17
O15371	ENSG00000100353.18
Q9NUM4	ENSG00000106460.20
Q6Y288	ENSG00000187676.8
P30740	ENSG00000021355.13
G3V5T0	ENSG00000100577.19
I3L4A1	ENSG00000176108.9
J3KTF9	ENSG00000172057.10
F8W0K8	ENSG00000089159.17
Q6PD74	ENSG00000103591.13
P49591	ENSG00000031698.13
Q9P0V3	ENSG00000130147.16
Q8WUM4	ENSG00000170248.15
Q6IBS0	ENSG00000247596.10
Q16739	ENSG00000148154.10
P09086	ENSG00000028277.22
K7ER90	ENSG00000130811.12
Q92597	ENSG00000104419.17
Q12899	ENSG00000137313.15
Q12899	ENSG00000231002.7
Q12899	ENSG00000234046.7
Q12899	ENSG00000228881.7
Q12899	ENSG00000231641.9
Q12899	ENSG00000226060.7
Q12899	ENSG00000230230.7
Q12899	ENSG00000234127.9
Q9Y4P3	ENSG00000106638.18
Q9NY12	ENSG00000109534.17
P11441	ENSG00000102178.13
A0A6Q8KRG2	ENSG00000167110
Q9NQC3	ENSG00000115310.19
G3V1C3	ENSG00000166181.13
Q07343	ENSG00000184588.18
Q9NR46	ENSG00000148341.18
P38606	ENSG00000114573.12
Q99685	ENSG00000074416.16
P26641	ENSG00000254772.10
Q8N5M1	ENSG00000171953.16
A0A1W2PQH3	ENSG00000082212.13
O75475	ENSG00000164985.15
A0A6Q8PFB1	ENSG00000106477.20
H7C5Q2	ENSG00000123130.17
O60701	ENSG00000109814.12
A0A7P0T7Z2	ENSG00000124198.10
C9JAK3	ENSG00000203722.8
Q7RTP0	ENSG00000170113.16
Q7RTP0	ENSG00000288478.1
P49407	ENSG00000137486.17
Q9HC21	ENSG00000125454.12
P19474	ENSG00000132109.10
A0A0B4J1W0	ENSG00000008838.21
Q9BYK8	ENSG00000130589.16
A0A087WY85	ENSG00000109332.20
Q9UJJ9	ENSG00000090581.11
Q9UGV2	ENSG00000101079.21
P84098	ENSG00000108298.12
Q15714	ENSG00000102804.16
Q8IWU5	ENSG00000196562.16
Q9NZQ7	ENSG00000120217.14
A0A0A0MRZ4	ENSG00000145901.17
A0A087X0V5	ENSG00000111335.14
Q9H6I2	ENSG00000164736.6
Q9Y4P8	ENSG00000157954.15
Q9P0I2	ENSG00000125037.13
Q96GG9	ENSG00000043093.15
O60749	ENSG00000205302.7
Q14697	ENSG00000089597.18
Q9NTX7	ENSG00000118518.17
P37287	ENSG00000165195.16
P09211	ENSG00000084207.18
H9KV50	ENSG00000162430.18
Q96FZ7	ENSG00000176108.9
P15289	ENSG00000100299.18
Q86WN1	ENSG00000197948.11
P49903	ENSG00000086475.15
P49915	ENSG00000163655.16
Q9NRV9	ENSG00000013583.10
A0A2R8YGU4	ENSG00000103197.20
Q9Y2P8	ENSG00000120158.12
