From	To
A0A804HJ08_HUMAN	ENSG00000130640.15
CTNA1_HUMAN	ENSG00000044115.21
VGFR2_HUMAN	ENSG00000128052.10
TCPE_HUMAN	ENSG00000150753.12
ECI1_HUMAN	ENSG00000167969.13
PCBP1_HUMAN	ENSG00000169564.7
A0A2R8Y4T1_HUMAN	ENSG00000079308.21
LAMB2_HUMAN	ENSG00000172037.14
TNIP1_HUMAN	ENSG00000145901.17
SMCA2_HUMAN	ENSG00000080503.25
PAIP1_HUMAN	ENSG00000172239.14
MYH14_HUMAN	ENSG00000105357.20
H15_HUMAN	ENSG00000184357.5
HD_HUMAN	ENSG00000197386.14
M0R3A4_HUMAN	ENSG00000104872.12
SYPL1_HUMAN	ENSG00000008282.10
ROA3_HUMAN	ENSG00000170144.22
A0A0A0MSK4_HUMAN	ENSG00000160360.13
RT12_HUMAN	ENSG00000128626.12
RT12_HUMAN	ENSG00000283018.1
AKAP1_HUMAN	ENSG00000121057.13
SC24A_HUMAN	ENSG00000113615.13
H0YJX2_HUMAN	ENSG00000100519.12
CYB_HUMAN	ENSG00000198727.2
E9PF18_HUMAN	ENSG00000138796.18
SRP14_HUMAN	ENSG00000140319.11
Q53FA3_HUMAN	ENSG00000226704.6
MED21_HUMAN	ENSG00000152944.9
PB1_HUMAN	ENSG00000163939.19
PEAR1_HUMAN	ENSG00000187800.14
B8ZZG1_HUMAN	ENSG00000105926.16
IPKG_HUMAN	ENSG00000168734.14
MK03_HUMAN	ENSG00000102882.12
H0UI80_HUMAN	ENSG00000101158.15
A0A087WU53_HUMAN	ENSG00000102158.22
CYBC1_HUMAN	ENSG00000178927.19
EXOS1_HUMAN	ENSG00000171311.13
HM13_HUMAN	ENSG00000101294.19
D39U1_HUMAN	ENSG00000100445.18
HNRPL_HUMAN	ENSG00000104824.18
HNRPL_HUMAN	ENSG00000282947.2
JUND_HUMAN	ENSG00000130522.6
DCLK3_HUMAN	ENSG00000163673.8
RPP25_HUMAN	ENSG00000178718.7
SPN90_HUMAN	ENSG00000213672.8
RIN1_HUMAN	ENSG00000174791.11
ACOT1_HUMAN	ENSG00000184227.8
F5H6U7_HUMAN	ENSG00000111711.10
3HIDH_HUMAN	ENSG00000106049.9
CUL5_HUMAN	ENSG00000166266.14
CRYAB_HUMAN	ENSG00000109846.9
MTDC_HUMAN	ENSG00000065911.13
DPP8_HUMAN	ENSG00000074603.19
K2C5_HUMAN	ENSG00000186081.12
HMGB2_HUMAN	ENSG00000164104.12
A0A1W2PPB7_HUMAN	ENSG00000134313.17
GRHPR_HUMAN	ENSG00000137106.18
NDUAB_HUMAN	ENSG00000174886.14
NDUAB_HUMAN	ENSG00000292058.1
DAB2P_HUMAN	ENSG00000136848.19
LRC8A_HUMAN	ENSG00000136802.12
DYHC2_HUMAN	ENSG00000187240.17
A0A7P0T838_HUMAN	ENSG00000100749.9
HTSF1_HUMAN	ENSG00000102241.12
FBXL8_HUMAN	ENSG00000135722.9
SC31A_HUMAN	ENSG00000138674.17
NDUB7_HUMAN	ENSG00000099795.7
NDUV2_HUMAN	ENSG00000178127.13
Q5TE64_HUMAN	ENSG00000171552.14
LRRC1_HUMAN	ENSG00000137269.15
A0A140T9I0_HUMAN	ENSG00000227715.11
GCP2_HUMAN	ENSG00000130640.15
VWF_HUMAN	ENSG00000110799.14
RL22_HUMAN	ENSG00000116251.11
STABP_HUMAN	ENSG00000124356.17
RTCA_HUMAN	ENSG00000137996.13
G6PI_HUMAN	ENSG00000105220.17
FAKD2_HUMAN	ENSG00000118246.14
A0A1W2PPG5_HUMAN	ENSG00000108433.17
RU2B_HUMAN	ENSG00000125870.11
DAB2_HUMAN	ENSG00000153071.15
TBC13_HUMAN	ENSG00000107021.16
B7Z4M1_HUMAN	ENSG00000133318.14
ISOC1_HUMAN	ENSG00000066583.12
YBOX3_HUMAN	ENSG00000060138.13
PDE6D_HUMAN	ENSG00000156973.14
SCRB2_HUMAN	ENSG00000138760.11
ARMC6_HUMAN	ENSG00000105676.14
PDLI1_HUMAN	ENSG00000107438.9
NIPBL_HUMAN	ENSG00000164190.19
J3QL56_HUMAN	ENSG00000133028.12
A0A494C186_HUMAN	ENSG00000172071.15
VKGC_HUMAN	ENSG00000115486.13
VP33A_HUMAN	ENSG00000139719.12
F5GYQ1_HUMAN	ENSG00000159720.13
HS74L_HUMAN	ENSG00000164070.12
ADAS_HUMAN	ENSG00000018510.18
MCM5_HUMAN	ENSG00000100297.16
A8MZH8_HUMAN	ENSG00000183255.12
RS26_HUMAN	ENSG00000197728.11
H7C4M0_HUMAN	ENSG00000168386.19
F5GX88_HUMAN	ENSG00000106991.15
AKA12_HUMAN	ENSG00000131016.17
PARP4_HUMAN	ENSG00000102699.6
C9J1X0_HUMAN	ENSG00000105875.15
UBP34_HUMAN	ENSG00000115464.15
PAXX_HUMAN	ENSG00000148362.11
A2AB90_HUMAN	ENSG00000206208.11
A2AB90_HUMAN	ENSG00000231925.14
C9J7K9_HUMAN	ENSG00000188313.13
UN13D_HUMAN	ENSG00000092929.13
COPG2_HUMAN	ENSG00000158623.14
A0A5K1VW28_HUMAN	ENSG00000139163.16
STAT3_HUMAN	ENSG00000168610.17
B0QY91_HUMAN	ENSG00000100139.14
COA6_HUMAN	ENSG00000168275.16
SHOC2_HUMAN	ENSG00000108061.13
H7C0E5_HUMAN	ENSG00000109917.11
GET3_HUMAN	ENSG00000198356.12
LLPH_HUMAN	ENSG00000139233.7
SETD3_HUMAN	ENSG00000183576.13
A0A0A0MSU4_HUMAN	ENSG00000141338.15
NUP50_HUMAN	ENSG00000093000.19
CC88B_HUMAN	ENSG00000168071.22
H7BYP1_HUMAN	ENSG00000083067.27
E7EUU4_HUMAN	ENSG00000114867.22
A0A1W2PS81_HUMAN	ENSG00000108433.17
A0A804HJ25_HUMAN	ENSG00000005810.20
CLCN3_HUMAN	ENSG00000109572.16
C9JZR2_HUMAN	ENSG00000198561.16
IBP7_HUMAN	ENSG00000163453.11
NKRF_HUMAN	ENSG00000186416.18
TBCEL_HUMAN	ENSG00000154114.13
SDF2L_HUMAN	ENSG00000128228.5
RRP1B_HUMAN	ENSG00000160208.13
ITSN2_HUMAN	ENSG00000198399.16
RS5_HUMAN	ENSG00000083845.9
G5E9D4_HUMAN	ENSG00000109911.19
C9J9V6_HUMAN	ENSG00000172113.10
FOLC_HUMAN	ENSG00000136877.15
PI4KA_HUMAN	ENSG00000241973.11
EDF1_HUMAN	ENSG00000107223.13
DOT1L_HUMAN	ENSG00000104885.19
PROF3_HUMAN	ENSG00000196570.3
GRN_HUMAN	ENSG00000030582.19
UBP10_HUMAN	ENSG00000103194.16
C9IYS7_HUMAN	ENSG00000127054.22
ASCC2_HUMAN	ENSG00000100325.15
A0A140T9T7_HUMAN	ENSG00000224748.4
H7BYM2_HUMAN	ENSG00000101844.18
NDUB6_HUMAN	ENSG00000165264.11
H0YIC4_HUMAN	ENSG00000062485.19
ERD22_HUMAN	ENSG00000136240.10
DGKZ_HUMAN	ENSG00000149091.15
A0A1B0GWJ4_HUMAN	ENSG00000147862.18
FLOT2_HUMAN	ENSG00000132589.16
VAPB_HUMAN	ENSG00000124164.16
HLAE_HUMAN	ENSG00000204592.9
HLAE_HUMAN	ENSG00000206493.7
HLAE_HUMAN	ENSG00000229252.6
HLAE_HUMAN	ENSG00000233904.6
HLAE_HUMAN	ENSG00000236632.5
HLAE_HUMAN	ENSG00000230254.7
HLAE_HUMAN	ENSG00000225201.6
INP5K_HUMAN	ENSG00000132376.20
GMDS_HUMAN	ENSG00000112699.11
NH2L1_HUMAN	ENSG00000100138.15
A0A590UKC4_HUMAN	ENSG00000103723.17
A0A7I2YQF8_HUMAN	ENSG00000084623.12
ARP10_HUMAN	ENSG00000131966.14
B1ANH0_HUMAN	ENSG00000143774.18
ARMX2_HUMAN	ENSG00000184867.14
A0A087WUK2_HUMAN	ENSG00000152795.18
SYEM_HUMAN	ENSG00000103356.18
LRC57_HUMAN	ENSG00000180979.10
E7ETZ4_HUMAN	ENSG00000136261.16
NELFD_HUMAN	ENSG00000101158.15
A0A7P0T893_HUMAN	ENSG00000105127.10
FPPS_HUMAN	ENSG00000160752.15
FOSL2_HUMAN	ENSG00000075426.12
RAB4A_HUMAN	ENSG00000168118.12
SZRD1_HUMAN	ENSG00000055070.17
SZRD1_HUMAN	ENSG00000291379.1
H3BV55_HUMAN	ENSG00000140650.13
PA1B3_HUMAN	ENSG00000079462.8
CNN3_HUMAN	ENSG00000117519.16
KS6A1_HUMAN	ENSG00000117676.14
KS6A1_HUMAN	ENSG00000281877.3
AP2A1_HUMAN	ENSG00000196961.13
TMX4_HUMAN	ENSG00000125827.9
GALNS_HUMAN	ENSG00000141012.13
CLDN1_HUMAN	ENSG00000080822.17
B0QZ18_HUMAN	ENSG00000214078.13
TTI1_HUMAN	ENSG00000101407.13
PK1IP_HUMAN	ENSG00000111845.5
PK1IP_HUMAN	ENSG00000285226.2
A0A087WY58_HUMAN	ENSG00000136098.18
T2EA_HUMAN	ENSG00000153767.10
A0A590UJ74_HUMAN	ENSG00000132970.14
A0A0A0MTC7_HUMAN	ENSG00000112769.20
NDUS6_HUMAN	ENSG00000145494.12
WLS_HUMAN	ENSG00000116729.14
F8WDE2_HUMAN	ENSG00000163900.11
BORG1_HUMAN	ENSG00000149798.5
TGON2_HUMAN	ENSG00000152291.15
TGON2_HUMAN	ENSG00000292253.1
F5H5D3_HUMAN	ENSG00000167553.17
A0A0J9YWM6_HUMAN	ENSG00000164904.18
PP1G_HUMAN	ENSG00000186298.12
PDIA5_HUMAN	ENSG00000065485.20
TRBM_HUMAN	ENSG00000178726.7
A8MVZ6_HUMAN	ENSG00000151746.15
APMAP_HUMAN	ENSG00000101474.12
SPD2B_HUMAN	ENSG00000174705.13
PGAM5_HUMAN	ENSG00000247077.8
E9PB61_HUMAN	ENSG00000183684.8
A0A7P0T9B3_HUMAN	ENSG00000073060.17
A0A087X2H1_HUMAN	ENSG00000092148.14
E9PIT3_HUMAN	ENSG00000180210.15
B7ZLQ5_HUMAN	ENSG00000102038.16
H7BXL1_HUMAN	ENSG00000163900.11
H0YD21_HUMAN	ENSG00000123472.13
NU160_HUMAN	ENSG00000030066.14
CE170_HUMAN	ENSG00000143702.17
CE170_HUMAN	ENSG00000276725.4
CD47_HUMAN	ENSG00000196776.17
TEBP_HUMAN	ENSG00000110958.16
SL9A6_HUMAN	ENSG00000198689.13
A0A494C164_HUMAN	ENSG00000170581.15
RT15_HUMAN	ENSG00000116898.12
DDRGK_HUMAN	ENSG00000198171.13
PDE4D_HUMAN	ENSG00000113448.21
VAMP7_HUMAN	ENSG00000124333.16
VAMP7_HUMAN	ENSG00000292366.1
S27A4_HUMAN	ENSG00000167114.13
XRCC4_HUMAN	ENSG00000152422.16
VRK1_HUMAN	ENSG00000100749.9
RWDD4_HUMAN	ENSG00000182552.15
ARMX1_HUMAN	ENSG00000126947.13
H7BXT7_HUMAN	ENSG00000177951.18
ACVL1_HUMAN	ENSG00000139567.14
HAT1_HUMAN	ENSG00000128708.13
H0YIB8_HUMAN	ENSG00000089127.15
HPRT_HUMAN	ENSG00000165704.15
SC65_HUMAN	ENSG00000141696.13
WASF2_HUMAN	ENSG00000158195.11
APOL3_HUMAN	ENSG00000128284.20
PFD6_HUMAN	ENSG00000204220.12
PFD6_HUMAN	ENSG00000206283.10
PFD6_HUMAN	ENSG00000224782.8
PFD6_HUMAN	ENSG00000235692.8
PFD6_HUMAN	ENSG00000237335.8
CIA2A_HUMAN	ENSG00000166797.12
M4K2_HUMAN	ENSG00000168067.12
A0A0J9YW69_HUMAN	ENSG00000204131.11
STIP1_HUMAN	ENSG00000168439.17
PELO_HUMAN	ENSG00000152684.11
TBL1R_HUMAN	ENSG00000177565.19
Q53Z42_HUMAN	ENSG00000235657.9
K7EL99_HUMAN	ENSG00000105254.12
PP4R2_HUMAN	ENSG00000163605.16
DNS2A_HUMAN	ENSG00000105612.10
TRXR1_HUMAN	ENSG00000198431.18
A0A2R8YD58_HUMAN	ENSG00000101266.19
MYO3A_HUMAN	ENSG00000095777.17
A0A1W2PP57_HUMAN	ENSG00000124155.19
DHB11_HUMAN	ENSG00000198189.11
H3BQK0_HUMAN	ENSG00000157349.17
RS12_HUMAN	ENSG00000112306.8
FHL2_HUMAN	ENSG00000115641.19
CSTF1_HUMAN	ENSG00000101138.12
H0Y990_HUMAN	ENSG00000164163.11
CK098_HUMAN	ENSG00000278615.5
ATAD1_HUMAN	ENSG00000138138.14
BUD31_HUMAN	ENSG00000106245.11
A0A2R8Y5P7_HUMAN	ENSG00000112855.17
E41L5_HUMAN	ENSG00000115109.14
DEN10_HUMAN	ENSG00000119979.18
NHRF2_HUMAN	ENSG00000065054.14
B4DDD6_HUMAN	ENSG00000136279.21
CXCR4_HUMAN	ENSG00000121966.8
A0A2U3TZN6_HUMAN	ENSG00000147044.23
NDUA3_HUMAN	ENSG00000170906.16
NDUA3_HUMAN	ENSG00000275724.1
NDUA3_HUMAN	ENSG00000276220.1
NDUA3_HUMAN	ENSG00000273642.1
NDUA3_HUMAN	ENSG00000278365.1
NDUA3_HUMAN	ENSG00000274359.1
NDUA3_HUMAN	ENSG00000275605.1
NDUA3_HUMAN	ENSG00000276766.1
NDUA3_HUMAN	ENSG00000276061.4
NDUA3_HUMAN	ENSG00000277722.1
ERMP1_HUMAN	ENSG00000099219.15
SCAFB_HUMAN	ENSG00000139218.18
A0A2U3TZU2_HUMAN	ENSG00000105220.17
E7EX04_HUMAN	ENSG00000186522.15
ACD10_HUMAN	ENSG00000111271.15
A0A7P0T8E1_HUMAN	ENSG00000089127.15
FETA_HUMAN	ENSG00000081051.8
DDAH1_HUMAN	ENSG00000153904.21
SUMF1_HUMAN	ENSG00000144455.14
WFS1_HUMAN	ENSG00000109501.15
DLGP4_HUMAN	ENSG00000080845.19
A0A7P0TA76_HUMAN	ENSG00000123983.15
U3KQ96_HUMAN	ENSG00000028277.22
GTPB1_HUMAN	ENSG00000100226.16
CBR1_HUMAN	ENSG00000159228.13
A0A087WV05_HUMAN	ENSG00000274944.4
CC50A_HUMAN	ENSG00000112697.17
MLP3A_HUMAN	ENSG00000101460.13
RSMN_HUMAN	ENSG00000128739.23
E9PJ42_HUMAN	ENSG00000166471.11
SUSD5_HUMAN	ENSG00000173705.9
ASPC1_HUMAN	ENSG00000169696.16
ROCK1_HUMAN	ENSG00000067900.9
DBNL_HUMAN	ENSG00000136279.21
MRP1_HUMAN	ENSG00000103222.20
MRP1_HUMAN	ENSG00000278183.4
OAS1_HUMAN	ENSG00000089127.15
DNJC2_HUMAN	ENSG00000105821.15
J3KNN7_HUMAN	ENSG00000089234.16
CTBP1_HUMAN	ENSG00000159692.18
UHRF2_HUMAN	ENSG00000147854.17
A0A0A0MT32_HUMAN	ENSG00000107798.18
D6R9S7_HUMAN	ENSG00000114544.17
EXOS8_HUMAN	ENSG00000120699.14
NDUS4_HUMAN	ENSG00000164258.12
A0A5F9ZHH4_HUMAN	ENSG00000204842.18
MITOS_HUMAN	ENSG00000197150.13
A0A0D9SEI0_HUMAN	ENSG00000130349.10
A0A7P0T939_HUMAN	ENSG00000127914.19
PZP_HUMAN	ENSG00000126838.10
A0A7P0Z4J9_HUMAN	ENSG00000003393.16
GTPB4_HUMAN	ENSG00000107937.19
R4GNH3_HUMAN	ENSG00000165916.9
MAGD1_HUMAN	ENSG00000179222.18
A0A0U1RQE4_HUMAN	ENSG00000109686.20
A0A0U1RQE4_HUMAN	ENSG00000292165.1
VPS51_HUMAN	ENSG00000149823.10
G3PT_HUMAN	ENSG00000105679.9
CAPAM_HUMAN	ENSG00000100982.12
J3QRX6_HUMAN	ENSG00000172301.11
AAKG1_HUMAN	ENSG00000181929.13
PI42A_HUMAN	ENSG00000150867.14
RASEF_HUMAN	ENSG00000165105.10
AT8B1_HUMAN	ENSG00000081923.15
SRP68_HUMAN	ENSG00000167881.15
B7ZKJ8_HUMAN	ENSG00000055955.17
ORN_HUMAN	ENSG00000076043.11
PAR1_HUMAN	ENSG00000181104.7
LC7L3_HUMAN	ENSG00000108848.16
PLS4_HUMAN	ENSG00000114698.15
UGGG2_HUMAN	ENSG00000102595.22
SNG2_HUMAN	ENSG00000108639.8
FUND1_HUMAN	ENSG00000069509.6
J3KN01_HUMAN	ENSG00000130396.22
GTPBA_HUMAN	ENSG00000105793.16
SPCS3_HUMAN	ENSG00000129128.13
SEPT6_HUMAN	ENSG00000125354.24
CATL1_HUMAN	ENSG00000135047.16
CALL5_HUMAN	ENSG00000178372.8
Q5VW52_HUMAN	ENSG00000119927.14
RRP44_HUMAN	ENSG00000083520.15
MGST1_HUMAN	ENSG00000008394.13
E9PNW8_HUMAN	ENSG00000197601.15
RL4_HUMAN	ENSG00000174444.15
S4R410_HUMAN	ENSG00000214655.11
PAXB1_HUMAN	ENSG00000159086.15
PAXB1_HUMAN	ENSG00000263141.5
UBP7_HUMAN	ENSG00000187555.17
J3QRU1_HUMAN	ENSG00000176105.14
NOMO2_HUMAN	ENSG00000185164.15
M0R0B4_HUMAN	ENSG00000105700.11
UPP1_HUMAN	ENSG00000183696.14
RTF1_HUMAN	ENSG00000137815.15
HSP13_HUMAN	ENSG00000155304.6
NDUBA_HUMAN	ENSG00000140990.15
NDUBA_HUMAN	ENSG00000291930.1
ZCCHL_HUMAN	ENSG00000146858.8
HTRA3_HUMAN	ENSG00000170801.10
HEAT3_HUMAN	ENSG00000155393.14
F6U1T9_HUMAN	ENSG00000221823.11
GLT10_HUMAN	ENSG00000164574.16
A0A7I2V3J3_HUMAN	ENSG00000185359.14
RL7_HUMAN	ENSG00000147604.14
S17A5_HUMAN	ENSG00000119899.13
IDHC_HUMAN	ENSG00000138413.14
TRFE_HUMAN	ENSG00000091513.16
RL13_HUMAN	ENSG00000167526.14
YPEL5_HUMAN	ENSG00000119801.13
C9JCC6_HUMAN	ENSG00000175550.8
SNX8_HUMAN	ENSG00000106266.11
RABEK_HUMAN	ENSG00000136933.17
D6R992_HUMAN	ENSG00000104856.15
CROCC_HUMAN	ENSG00000058453.17
MCLN1_HUMAN	ENSG00000090674.16
GMPPA_HUMAN	ENSG00000144591.20
IMUP_HUMAN	ENSG00000167644.12
S35E1_HUMAN	ENSG00000127526.15
H9KV77_HUMAN	ENSG00000172301.11
G45IP_HUMAN	ENSG00000179271.3
D6R9P3_HUMAN	ENSG00000197451.12
STX5_HUMAN	ENSG00000162236.13
MELPH_HUMAN	ENSG00000115648.14
A0A7P0T8A7_HUMAN	ENSG00000172270.22
RL1D1_HUMAN	ENSG00000171490.13
BCAT2_HUMAN	ENSG00000105552.15
CP20A_HUMAN	ENSG00000119004.17
H0YDL9_HUMAN	ENSG00000110651.13
D6RA76_HUMAN	ENSG00000080822.17
NIBA1_HUMAN	ENSG00000135842.17
STK38_HUMAN	ENSG00000112079.9
Q7LC14_HUMAN	ENSG00000146232.17
U3KQL2_HUMAN	ENSG00000170634.13
PMF1_HUMAN	ENSG00000160783.19
YTHD3_HUMAN	ENSG00000185728.17
PSMG1_HUMAN	ENSG00000183527.12
TOM22_HUMAN	ENSG00000100216.6
A0A7P0T901_HUMAN	ENSG00000120697.10
CLIP1_HUMAN	ENSG00000130779.22
CATB_HUMAN	ENSG00000164733.23
CATB_HUMAN	ENSG00000285132.3
TRAF1_HUMAN	ENSG00000056558.11
NRP1_HUMAN	ENSG00000099250.18
PSA6_HUMAN	ENSG00000100902.11
I3L288_HUMAN	ENSG00000011638.11
Q5T8T7_HUMAN	ENSG00000148297.16
Q5T8T7_HUMAN	ENSG00000281022.3
THSD4_HUMAN	ENSG00000187720.15
A0A7I2U302_HUMAN	ENSG00000196549.13
EI2BD_HUMAN	ENSG00000115211.17
RAD21_HUMAN	ENSG00000164754.16
UBE2B_HUMAN	ENSG00000119048.9
DKC1_HUMAN	ENSG00000130826.19
GCDH_HUMAN	ENSG00000105607.14
RAB5B_HUMAN	ENSG00000111540.16
LARP7_HUMAN	ENSG00000174720.18
NSE2_HUMAN	ENSG00000156831.8
TF2H2_HUMAN	ENSG00000145736.15
TF2H2_HUMAN	ENSG00000276910.4
TF2H2_HUMAN	ENSG00000275045.4
STAM1_HUMAN	ENSG00000136738.15
STK4_HUMAN	ENSG00000101109.13
J3KQ66_HUMAN	ENSG00000189056.15
CUL1_HUMAN	ENSG00000055130.18
FA98B_HUMAN	ENSG00000171262.11
SF3A3_HUMAN	ENSG00000183431.12
H0YFD6_HUMAN	ENSG00000084754.12
CS025_HUMAN	ENSG00000119559.17
D6RF48_HUMAN	ENSG00000168818.10
SAHH_HUMAN	ENSG00000101444.13
CLH1_HUMAN	ENSG00000141367.14
MIF_HUMAN	ENSG00000240972.2
MIF_HUMAN	ENSG00000276701.2
J3KNA0_HUMAN	ENSG00000155463.14
C9J126_HUMAN	ENSG00000170558.10
J3QR09_HUMAN	ENSG00000108298.12
TPBG_HUMAN	ENSG00000146242.9
TPBG_HUMAN	ENSG00000283085.3
Q6ZN40_HUMAN	ENSG00000140416.26
TTC28_HUMAN	ENSG00000100154.15
SMRD2_HUMAN	ENSG00000108604.18
A0A6Q8PF23_HUMAN	ENSG00000151092.18
J3QS66_HUMAN	ENSG00000266173.7
SYUA_HUMAN	ENSG00000145335.17
C9JFE4_HUMAN	ENSG00000169727.14
A0A494C1L5_HUMAN	ENSG00000198589.15
A0A0J9YX62_HUMAN	ENSG00000105993.15
PRA25_HUMAN	ENSG00000276299.5
PRA25_HUMAN	ENSG00000229571.7
PRA25_HUMAN	ENSG00000282566.2
PRA25_HUMAN	ENSG00000283348.2
NQO1_HUMAN	ENSG00000181019.13
E9PGT1_HUMAN	ENSG00000211460.12
H3BQ52_HUMAN	ENSG00000128989.11
NU205_HUMAN	ENSG00000155561.15
TPRGL_HUMAN	ENSG00000158109.15
FAAA_HUMAN	ENSG00000103876.14
TBCA_HUMAN	ENSG00000171530.15
MCL1_HUMAN	ENSG00000143384.14
A2A3S1_HUMAN	ENSG00000165637.14
SH2D3_HUMAN	ENSG00000095370.20
DJB11_HUMAN	ENSG00000090520.12
NTF2_HUMAN	ENSG00000102898.13
RNH2B_HUMAN	ENSG00000136104.22
THUM3_HUMAN	ENSG00000134077.16
KRT83_HUMAN	ENSG00000170523.3
NC2A_HUMAN	ENSG00000175550.8
DCAF6_HUMAN	ENSG00000143164.16
UFL1_HUMAN	ENSG00000014123.10
AGO2_HUMAN	ENSG00000123908.12
BIG1_HUMAN	ENSG00000066777.9
TPC2B_HUMAN	ENSG00000256060.3
B7Z6D5_HUMAN	ENSG00000124228.15
KIF1B_HUMAN	ENSG00000054523.20
KRT86_HUMAN	ENSG00000170442.12
TBB6_HUMAN	ENSG00000176014.13
DGKH_HUMAN	ENSG00000102780.17
DHX30_HUMAN	ENSG00000132153.15
A0A7P0TA85_HUMAN	ENSG00000172270.22
TISD_HUMAN	ENSG00000152518.8
M0R0K9_HUMAN	ENSG00000130726.12
PELP1_HUMAN	ENSG00000141456.16
PFKAM_HUMAN	ENSG00000152556.17
DPM1_HUMAN	ENSG00000000419.14
GPAT4_HUMAN	ENSG00000158669.11
E9PJK1_HUMAN	ENSG00000110651.13
HDHD2_HUMAN	ENSG00000167220.12
SLIRP_HUMAN	ENSG00000119705.10
SC24D_HUMAN	ENSG00000150961.15
2A5E_HUMAN	ENSG00000154001.14
KLDC3_HUMAN	ENSG00000124702.19
H0YH87_HUMAN	ENSG00000204842.18
SAS10_HUMAN	ENSG00000132467.4
STRAP_HUMAN	ENSG00000023734.11
NOC3L_HUMAN	ENSG00000173145.11
RBGP1_HUMAN	ENSG00000011454.18
NAA20_HUMAN	ENSG00000173418.12
Q9UDT1_HUMAN	ENSG00000005486.17
SC24B_HUMAN	ENSG00000138802.11
SKT_HUMAN	ENSG00000120549.19
E5RGS2_HUMAN	ENSG00000168476.12
PYC_HUMAN	ENSG00000173599.15
MT1M_HUMAN	ENSG00000205364.4
A0A804HL40_HUMAN	ENSG00000138095.20
A0A0A0MRM9_HUMAN	ENSG00000166197.17
KEAP1_HUMAN	ENSG00000079999.14
A0A0A6YYL4_HUMAN	ENSG00000103426
A0A0A6YYL4_HUMAN	ENSG00000278760
RIDA_HUMAN	ENSG00000132541.11
DBR1_HUMAN	ENSG00000138231.14
MAP1B_HUMAN	ENSG00000131711.15
RL26L_HUMAN	ENSG00000037241.7
CTBP2_HUMAN	ENSG00000175029.17
A0A7P0TAE3_HUMAN	ENSG00000011243.19
NPC2_HUMAN	ENSG00000119655.11
Q5T196_HUMAN	ENSG00000160688.19
K7EN27_HUMAN	ENSG00000116288.13
DPYL3_HUMAN	ENSG00000113657.13
K7EIY6_HUMAN	ENSG00000070423.18
LAT4_HUMAN	ENSG00000167703.15
LAT4_HUMAN	ENSG00000278550.4
LSM5_HUMAN	ENSG00000106355.10
A0A087WWP4_HUMAN	ENSG00000162775.17
WDR7_HUMAN	ENSG00000091157.15
UXT_HUMAN	ENSG00000126756.12
A0A1B0GVJ7_HUMAN	ENSG00000197077.14
X6RK58_HUMAN	ENSG00000172731
EF1A1_HUMAN	ENSG00000156508.19
EXOS9_HUMAN	ENSG00000123737.13
B4DI26_HUMAN	ENSG00000166260.13
FOXC1_HUMAN	ENSG00000054598.9
GSTT1_HUMAN	ENSG00000277656.3
WASC3_HUMAN	ENSG00000120860.11
AP1B1_HUMAN	ENSG00000100280.17
RAB1A_HUMAN	ENSG00000138069.18
T161A_HUMAN	ENSG00000064545.15
A0A087WXR7_HUMAN	ENSG00000136104.22
WDR4_HUMAN	ENSG00000160193.12
G3V4K3_HUMAN	ENSG00000151445.16
E9PNL8_HUMAN	ENSG00000149091.15
A0A7P0T8R1_HUMAN	ENSG00000003393.16
STAT2_HUMAN	ENSG00000170581.15
FABD_HUMAN	ENSG00000100294.13
QRIC1_HUMAN	ENSG00000198218.12
CTDP1_HUMAN	ENSG00000060069.18
DEGS1_HUMAN	ENSG00000143753.14
ESYT1_HUMAN	ENSG00000139641.13
SMAL1_HUMAN	ENSG00000138375.14
A0A590UK01_HUMAN	ENSG00000124193.16
A0A0C4DG44_HUMAN	ENSG00000115317.12
RL36A_HUMAN	ENSG00000241343.10
A0A087WXL6_HUMAN	ENSG00000160695.16
A0A087WXL6_HUMAN	ENSG00000280616.4
CDK5_HUMAN	ENSG00000164885.13
GDIA_HUMAN	ENSG00000203879.12
MET2B_HUMAN	ENSG00000165055.16
NDUAC_HUMAN	ENSG00000184752.14
PHB2_HUMAN	ENSG00000215021.10
TM127_HUMAN	ENSG00000135956.10
MERL_HUMAN	ENSG00000186575.20
H0YAY3_HUMAN	ENSG00000105339.11
NOMO1_HUMAN	ENSG00000103512.16
NOMO1_HUMAN	ENSG00000274779.4
PUR6_HUMAN	ENSG00000128050.9
NUDC_HUMAN	ENSG00000090273.14
CPPED_HUMAN	ENSG00000103381.12
GNAI2_HUMAN	ENSG00000114353.17
A0A0D9SF54_HUMAN	ENSG00000197694.19
A0A1B0GTL5_HUMAN	ENSG00000135631.17
SMG8_HUMAN	ENSG00000167447.13
H0YLF3_HUMAN	ENSG00000166710.23
H0YLF3_HUMAN	ENSG00000273686.4
EMAL3_HUMAN	ENSG00000149499.12
A0A182DWF3_HUMAN	ENSG00000184470.21
A0A3B3ITA3_HUMAN	ENSG00000182307.14
A0A3B3ITA3_HUMAN	ENSG00000291362.1
A0A3F2YNY7_HUMAN	ENSG00000256269.11
SIM11_HUMAN	ENSG00000205670.12
A0A6I8PS32_HUMAN	ENSG00000168259.17
MSH2_HUMAN	ENSG00000095002.16
RS3_HUMAN	ENSG00000149273.15
H9KV45_HUMAN	ENSG00000109332.20
T2EB_HUMAN	ENSG00000197265.9
B1AKY9_HUMAN	ENSG00000018625.15
BORG4_HUMAN	ENSG00000179604.10
