Uniprot ID	Uniprot gene ID	Gene name	Description	Color in plot	log2FC	Adjusted P value
F5GYQ1	F5GYQ1_HUMAN	ATP6V0D1	V-type proton ATPase subunit 	blue	-0.32034568436092314	0.008782003288660334
P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5 	blue	-0.5602733790059791	0.024012418491443813
A8MZH8	A8MZH8_HUMAN	PTTG1IP	Pituitary tumor-transforming gene 1 protein-interacting protein 	blue	-0.3466666890018715	0.0029325343038059575
F5GX88	F5GX88_HUMAN	ENG	Endoglin 	blue	-0.3555530980225612	0.03985839687388247
Q70J99	UN13D_HUMAN	UNC13D	Protein unc-13 homolog D 	red	0.9682657334820206	0.007251330398267614
Q5JTJ3	COA6_HUMAN	COA6	Cytochrome c oxidase assembly factor 6 homolog 	blue	-0.5236961957039217	0.03277612249476036
Q9UQ13	SHOC2_HUMAN	SHOC2	Leucine-rich repeat protein SHOC-2 	blue	-0.383709651963148	0.016619581601930215
Q9BRT6	LLPH_HUMAN	LLPH	Protein LLP homolog 	blue	-1.7965962506589506	0.00012013735948006746
E7EUU4	E7EUU4_HUMAN	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1 	blue	-0.7479561400629038	0.011641631942303422
P46782	RS5_HUMAN	RPS5	40S ribosomal protein S5 	blue	-0.3303586570451742	0.011042745373027083
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1 	blue	-0.4224577887243832	0.0005057152517978184
Q8TEK3	DOT1L_HUMAN	DOT1L	Histone-lysine N-methyltransferase, H3 lysine-79 specific 	blue	-1.881725327353303	0.013368098125994104
Q14694	UBP10_HUMAN	USP10	Ubiquitin carboxyl-terminal hydrolase 10 	blue	-0.5092131003618139	0.004505933413361566
C9IYS7	C9IYS7_HUMAN	INTS11	Cleavage and polyadenylation specific factor 3-like, isoform CRA_i 	blue	-0.6320431404978581	0.0188621364298416
F6Y5H0	F6Y5H0_HUMAN	RBMS1	RNA-binding motif, single-stranded-interacting protein 1 	red	0.6713792355708748	0.013084270281671351
A0A140T9T7	A0A140T9T7_HUMAN	TAP1	Antigen peptide transporter 1 	blue	-0.3067792713096562	0.02904877916824254
Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2 	red	0.8151783928144525	0.0001912866334686496
A0A590UKC4	A0A590UKC4_HUMAN	AP3B2	AP-3 complex subunit beta 	blue	-0.7694705181704986	0.00032622617790210753
A0A087WUK2	A0A087WUK2_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like 	blue	-0.3286403012417729	0.006262417489347966
Q8N9N7	LRC57_HUMAN	LRRC57	Leucine-rich repeat-containing protein 57 	blue	-0.5142307411833222	0.00048294578195590013
E7ETZ4	E7ETZ4_HUMAN	BZW2	Basic leucine zipper and W2 domain-containing protein 2 (Fragment) 	blue	-0.6302378487577851	3.218340843187096e-05
P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A 	blue	-0.5749813033483857	0.002157829657506399
Q15417	CNN3_HUMAN	CNN3	Calponin-3 	blue	-0.579684976680765	0.0005057152517978184
O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1 	blue	-0.4011102745945294	0.01699472231830162
Q9NWT1	PK1IP_HUMAN	PAK1IP1	p21-activated protein kinase-interacting protein 1 	blue	-0.3378692815931572	0.01205760700771757
O75380	NDUS6_HUMAN	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial 	blue	-0.4261804439328589	0.02554697933229185
O14613	BORG1_HUMAN	CDC42EP2	Cdc42 effector protein 2 	green	-0.19783862277049913	0.028447385873845984
Q14554	PDIA5_HUMAN	PDIA5	Protein disulfide-isomerase A5 	orange	0.1462769915720603	0.03981324774317567
A8MVZ6	A8MVZ6_HUMAN	BICD1	BICD1 protein 	blue	-0.5601941817330669	0.0026096136631853814
A0A087X2H1	A0A087X2H1_HUMAN	HECTD1	HECT-type E3 ubiquitin transferase 	blue	-0.5333884349906093	0.00912100260631006
B7ZLQ5	B7ZLQ5_HUMAN	SMARCA1	Probable global transcription activator SNF2L1 	blue	-1.3562349300277035	0.014568120994963333
A0A0D9SEN1	A0A0D9SEN1_HUMAN	FAP	Prolyl endopeptidase FAP 	green	-0.17458325780185824	0.01830228165207904
A0A494C164	A0A494C164_HUMAN	STAT2	Signal transducer and activator of transcription 	blue	-0.3827293134542771	0.011779219870010894
Q13426	XRCC4_HUMAN	XRCC4	DNA repair protein XRCC4 	blue	-0.5898169218358884	0.006348222860495113
Q9P291	ARMX1_HUMAN	ARMCX1	Armadillo repeat-containing X-linked protein 1 	blue	-0.2850915532445111	0.04790828279912713
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit 	blue	-0.3367050528964146	0.034246716858800104
P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase 	blue	-0.39726668557547384	0.03718219528021172
Q9Y6W5	WASF2_HUMAN	WASF2	Wiskott-Aldrich syndrome protein family member 2 	blue	-0.5024761792960284	0.039504933937797804
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6 	blue	-0.5594364963234213	0.017402215570290983
Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A 	blue	-1.3606852449513154	0.00038161237453093944
A0A087WUT6	A0A087WUT6_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B 	blue	-0.222469765384119	0.029408089407286092
K7EL99	K7EL99_HUMAN	TBCB	Tubulin-folding cofactor B (Fragment) 	red	1.6535249667531904	0.0017093279467756105
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha 	blue	-0.4358288845934801	0.0003964699317022316
Q8NEV4	MYO3A_HUMAN	MYO3A	Myosin-IIIa 	red	2.189903726174032	0.000619423832025311
Q8NBQ5	DHB11_HUMAN	HSD17B11	Estradiol 17-beta-dehydrogenase 11 	blue	-0.23184611560226642	0.00999880489499036
P25398	RS12_HUMAN	RPS12	40S ribosomal protein S12 	blue	-0.3626168124413489	0.0004568430958278447
Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2 	blue	-0.5146004197643244	0.002157829657506399
A0A087X0M4	A0A087X0M4_HUMAN	SLC4A1AP	Kanadaptin 	blue	-0.2816742939526229	0.00386344359623469
P61073	CXCR4_HUMAN	CXCR4	C-X-C chemokine receptor type 4 	red	0.34486639363027827	0.003327792407025254
O95167	NDUA3_HUMAN	NDUFA3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 	blue	-0.9667012899780332	0.0013556809305401202
Q7Z2K6	ERMP1_HUMAN	ERMP1	Endoplasmic reticulum metallopeptidase 1 	blue	-0.6140538260814026	0.003024443793726436
Q9Y2H0	DLGP4_HUMAN	DLGAP4	Disks large-associated protein 4 	blue	-0.48600421068056576	0.03603766071490465
Q8NI36	WDR36_HUMAN	WDR36	WD repeat-containing protein 36 	red	0.36879685015129837	0.040071903029882006
Q9H492	MLP3A_HUMAN	MAP1LC3A	Microtubule-associated proteins 1A/1B light chain 3A 	blue	-0.48780371118440513	0.016619581601930215
Q13464	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1 	blue	-0.37495732102756385	0.021526628003875913
Q13363	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1 	blue	-0.5062715841633434	0.0029528889420485827
A0A0A0MT32	A0A0A0MT32_HUMAN	LIPA	Lysosomal acid lipase/cholesteryl ester hydrolase 	blue	-0.7503894031328358	0.0026749248450711736
Q96B26	EXOS8_HUMAN	EXOSC8	Exosome complex component RRP43 	red	0.6332401113681989	0.016816605721824064
O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial 	blue	-0.29624144594652435	0.00999880489499036
Q9NUT2	MITOS_HUMAN	ABCB8	Mitochondrial potassium channel ATP-binding subunit 	red	0.6249212724715463	0.024537562540794325
Q9BZE4	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4 	blue	-0.6461406573926958	0.039500203202911664
Q8IZ41	RASEF_HUMAN	RASEF	Ras and EF-hand domain-containing protein 	blue	-1.8169980753142259	0.008166681770347843
O43520	AT8B1_HUMAN	ATP8B1	Phospholipid-transporting ATPase IC 	green	-0.1739092560290576	0.026878584102447433
Q9UHB9	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68 	blue	-0.7581822818748396	0.002451027863526956
Q9Y3B8	ORN_HUMAN	REXO2	Oligoribonuclease, mitochondrial 	blue	-0.28810188276038495	0.020563480414542652
Q9NRQ2	PLS4_HUMAN	PLSCR4	Phospholipid scramblase 4 	blue	-0.36955785699597676	0.028322159384180663
J3KN01	J3KN01_HUMAN	AFDN	Afadin 	red	0.5795506829514281	0.03828364405581244
Q93009	UBP7_HUMAN	USP7	Ubiquitin carboxyl-terminal hydrolase 7 	blue	-0.2529869170506043	0.002572349748983522
Q16831	UPP1_HUMAN	UPP1	Uridine phosphorylase 1 	blue	-0.75296009852023	0.04474921937159694
Q7Z4Q2	HEAT3_HUMAN	HEATR3	HEAT repeat-containing protein 3 	blue	-0.3462775292194653	0.0075840423998014585
P18124	RL7_HUMAN	RPL7	60S ribosomal protein L7 	blue	-0.20455605093632556	0.04354657715874573
P02787	TRFE_HUMAN	TF	Serotransferrin 	red	0.337822569807809	0.0009610713001290719
P26373	RL13_HUMAN	RPL13	60S ribosomal protein L13 	blue	-0.4575907662154357	0.00011792706981831546
Q9Y5X2	SNX8_HUMAN	SNX8	Sorting nexin-8 	blue	-0.5455317316398549	0.04215564280884705
A0A0A0MRL6	A0A0A0MRL6_HUMAN	ABLIM1	Actin-binding LIM protein 1 	green	-0.18559440470666466	0.04190997110218039
Q7Z6M1	RABEK_HUMAN	RABEPK	Rab9 effector protein with kelch motifs 	blue	-0.48165142586145926	0.0192672968849635
D6R992	D6R992_HUMAN	RELB	Transcription factor RelB 	red	0.7509274355715654	0.012922141377594384
Q13190	STX5_HUMAN	STX5	Syntaxin-5 	blue	-0.7265378495809642	0.015699003292647923
Q6UW02	CP20A_HUMAN	CYP20A1	Cytochrome P450 20A1 	blue	-0.3500907797470081	0.0007510636686895006
Q15208	STK38_HUMAN	STK38	Serine/threonine-protein kinase 38 	blue	-0.34943026492213924	0.004881293624776412
Q6P1K2	PMF1_HUMAN	PMF1	Polyamine-modulated factor 1 	red	0.2937713202198058	0.011782680845770584
A0A0R4J2F6	A0A0R4J2F6_HUMAN	IFRD2	Interferon-related developmental regulator 2 	blue	-0.36725868543156714	0.024230213052450097
P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1 	blue	-0.8902657695319967	0.007590090721787585
P07858	CATB_HUMAN	CTSB	Cathepsin B 	blue	-0.3457494589197161	0.005928384679669906
P60900	PSA6_HUMAN	PSMA6	Proteasome subunit alpha type-6 	blue	-0.4449475304672532	0.0031120635977298396
Q5T8T7	Q5T8T7_HUMAN	MED22	Mediator complex subunit 22 	blue	-0.6762143500925184	0.0004819644933714348
A0A7I2U302	A0A7I2U302_HUMAN	MME	Atriopeptidase 	blue	-0.2946786863665416	0.011857442203086682
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog 	blue	-0.6051471994918636	0.02835402762248057
P63146	UBE2B_HUMAN	UBE2B	Ubiquitin-conjugating enzyme E2 B 	blue	-0.28686400125214107	0.00582915554341683
Q92947	GCDH_HUMAN	GCDH	Glutaryl-CoA dehydrogenase, mitochondrial 	blue	-0.35804790352058546	0.029217622748431232
P61020	RAB5B_HUMAN	RAB5B	Ras-related protein Rab-5B 	blue	-0.3187646222730969	0.006575407966166196
J3KQ66	J3KQ66_HUMAN	RELN	Reelin 	red	0.7074866231450567	0.01862910515375265
Q52LJ0	FA98B_HUMAN	FAM98B	Protein FAM98B 	blue	-0.37360377890005125	0.0019251825676911665
H0YFD6	H0YFD6_HUMAN	HADHA	Enoyl-CoA hydratase 	blue	-0.5775187397966413	0.000719522950379523
Q00610	CLH1_HUMAN	CLTC	Clathrin heavy chain 1 	blue	-0.3427776379661367	0.016619581601930215
P14174	MIF_HUMAN	MIF	Macrophage migration inhibitory factor 	blue	-0.3363625570886448	0.03855686891952226
Q96AY4	TTC28_HUMAN	TTC28	Tetratricopeptide repeat protein 28 	red	0.42370336621629434	0.007615386934408756
P37840	SYUA_HUMAN	SNCA	Alpha-synuclein 	blue	-0.4577205504670374	0.0015476347104930377
C9JFE4	C9JFE4_HUMAN	GPS1	COP9 signalosome complex subunit 1 	orange	0.16007920735610703	0.030544208691382822
A6NGN4	PRA25_HUMAN	PRAMEF25	PRAME family member 25 	red	1.0626350533186084	0.028478566884201754
P15559	NQO1_HUMAN	NQO1	NAD(P)H dehydrogenase [quinone] 1 	blue	-0.35577168941324544	0.006956152173234467
H3BQ52	H3BQ52_HUMAN	ARPP19	cAMP-regulated phosphoprotein 19 	blue	-0.5218558311675672	0.03996299689909628
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A 	green	-0.1392204051812307	0.045190183391323115
A2A3S1	A2A3S1_HUMAN	VDAC2	Outer mitochondrial membrane protein porin 2 (Fragment) 	blue	-0.6634982488507823	0.04535781880442716
Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11 	blue	-0.3118369141885715	3.600792589897564e-05
Q9UKV8	AGO2_HUMAN	AGO2	Protein argonaute-2 	red	0.33500170114903405	0.004698560546272282
Q86XP1	DGKH_HUMAN	DGKH	Diacylglycerol kinase eta 	blue	-0.37765392298059197	0.007222170994892644
A0A7P0TA85	A0A7P0TA85_HUMAN	BSG	Basigin 	blue	-0.28215494961176724	0.0083245966631428
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1 	blue	-0.3176330036687922	0.00386344359623469
Q86UL3	GPAT4_HUMAN	GPAT4	Glycerol-3-phosphate acyltransferase 4 	red	0.8035940213673225	0.000877947774697495
Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial 	blue	-0.44996388806970344	0.001676353929794982
Q16537	2A5E_HUMAN	PPP2R5E	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform 	blue	-0.4151594535418255	0.003799776731293835
Q9Y3F4	STRAP_HUMAN	STRAP	Serine-threonine kinase receptor-associated protein 	blue	-0.28777544756040463	0.01416638826946929
P61599	NAA20_HUMAN	NAA20	N-alpha-acetyltransferase 20 	blue	-0.30430092310018964	0.002326718254698626
A0A804HL40	A0A804HL40_HUMAN	LRPPRC	Leucine-rich PPR motif-containing protein, mitochondrial 	blue	-0.6451214008784234	0.0366817869541279
Q14145	KEAP1_HUMAN	KEAP1	Kelch-like ECH-associated protein 1 	red	1.6057108989153317	0.012767181503564767
Q9UK59	DBR1_HUMAN	DBR1	Lariat debranching enzyme 	blue	-0.687796304284344	0.004556367863675857
A0A7P0TAE3	A0A7P0TAE3_HUMAN	AKAP8L	A-kinase anchor protein 8-like 	blue	-0.4232181691860166	0.03535442227815354
K7EN27	K7EN27_HUMAN	PARK7	Maillard deglycase (Fragment) 	blue	-0.7325305897196444	0.017657785809132607
Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3 	blue	-0.42209082445362256	0.00017348529675878052
K7EIY6	K7EIY6_HUMAN	RNF126	RING-type E3 ubiquitin transferase (Fragment) 	blue	-0.772914050022349	0.0004266327352307745
Q8N370	LAT4_HUMAN	SLC43A2	Large neutral amino acids transporter small subunit 4 	blue	-0.7558867795673283	0.025231355221781087
Q9BRJ6	CG050_HUMAN	C7orf50	Uncharacterized protein C7orf50 	blue	-0.3897988033355304	0.009066235083033468
Q9Y3C0	WASC3_HUMAN	WASHC3	WASH complex subunit 3 	blue	-0.2668124055354504	0.012045690345034344
P62820	RAB1A_HUMAN	RAB1A	Ras-related protein Rab-1A 	blue	-0.3269512558011485	0.011231667259375865
G3V4K3	G3V4K3_HUMAN	VIPAS39	Spermatogenesis-defective protein 39 homolog 	red	0.2854665634033271	0.028924550130013896
P83881	RL36A_HUMAN	RPL36A	60S ribosomal protein L36a 	blue	-1.6845094764364035	0.025616044523088702
P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha 	blue	-0.5504317661197735	0.0023171786364930887
Q6P1Q9	MET2B_HUMAN	METTL2B	tRNA N(3)-methylcytidine methyltransferase METTL2B 	blue	-0.36508495734298485	0.04955045609474148
P35240	MERL_HUMAN	NF2	Merlin 	red	0.20721150710927816	0.04357607165042087
Q9Y266	NUDC_HUMAN	NUDC	Nuclear migration protein nudC 	blue	-0.4186019915481598	0.00018571014321586902
P04899	GNAI2_HUMAN	GNAI2	Guanine nucleotide-binding protein G(i) subunit alpha-2 	green	-0.16868197438666144	0.007677608322923142
A0A0D9SF54	A0A0D9SF54_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1 	blue	-0.24022736839011394	0.0025323089810738463
A0A1B0GTL5	A0A1B0GTL5_HUMAN	RAB11FIP5	Rab11 family-interacting protein 5 	blue	-0.426261848931194	0.04962849230986922
A0A6I8PS32	A0A6I8PS32_HUMAN	DNAJC7	DnaJ homolog subfamily C member 7 (Fragment) 	red	0.5570610346456952	0.021526628003875913
P23396	RS3_HUMAN	RPS3	40S ribosomal protein S3 	blue	-0.35996718023103114	0.003043740205076503
P29084	T2EB_HUMAN	GTF2E2	Transcription initiation factor IIE subunit beta 	blue	-0.2546279650042411	0.034246716858800104
Q9H3Q1	BORG4_HUMAN	CDC42EP4	Cdc42 effector protein 4 	blue	-0.4287820407793408	0.0026531659574222186
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11 	blue	-0.3001807589152534	0.016619581601930215
A0A1C7CYX9	A0A1C7CYX9_HUMAN	DPYSL2	Dihydropyrimidinase-related protein 2 	blue	-0.2494344154511623	0.0026096136631853814
Q9BTW9	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D 	blue	-0.2978731026401533	0.0369646934712972
A0A0D9SF53	A0A0D9SF53_HUMAN	DDX3X	RNA helicase 	blue	-0.2264782262918139	0.03299885648761792
P52701	MSH6_HUMAN	MSH6	DNA mismatch repair protein Msh6 	blue	-0.4189592053978757	0.01749125657589182
G3V267	G3V267_HUMAN	GSTZ1	Maleylacetoacetate isomerase 	blue	-0.7852947128974268	0.0033260822902146485
O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2 	green	-0.14602867269697128	0.01712826214124187
Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1 	blue	-0.37818933035723745	0.026878584102447433
O60927	PP1RB_HUMAN	PPP1R11	E3 ubiquitin-protein ligase PPP1R11 	blue	-0.5528853101930267	0.019840929154269063
I3L3C2	I3L3C2_HUMAN	CMTM3	CKLF-like MARVEL transmembrane domain-containing protein 3 	red	5.549437808525496	0.028160228735718915
P50914	RL14_HUMAN	RPL14	60S ribosomal protein L14 	blue	-0.44653530022837984	0.005958687174991167
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2 	red	0.4353623220502829	0.0027939192801869307
A2A2V1	A2A2V1_HUMAN	PRNP	Major prion protein (Fragment) 	blue	-0.7374831748399977	0.00018510577786546925
Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8 	red	1.1511689492895538	0.007935651686312996
Q16181	SEPT7_HUMAN	SEPTIN7	Septin-7 	blue	-0.2490689276722975	0.00627951102578749
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3 	blue	-0.410178848814331	0.03299885648761792
P07814	SYEP_HUMAN	EPRS1	Bifunctional glutamate/proline--tRNA ligase 	blue	-0.3085745870562242	0.011097584013184277
C9IZG4	C9IZG4_HUMAN	CUTA	Protein CutA 	blue	-0.34032164546246335	0.0023809449753802612
Q9BUR5	MIC26_HUMAN	APOO	MICOS complex subunit MIC26 	blue	-0.48829889617278965	0.004841674222121979
Q6NYC8	PPR18_HUMAN	PPP1R18	Phostensin 	blue	-0.4567489797458162	0.043352550701264536
Q13131	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1 	blue	-0.2966358053454794	0.0027058000677371713
E5RHX8	E5RHX8_HUMAN	ENY2	Transcription and mRNA export factor ENY2 	blue	-0.378056608313873	0.04190997110218039
Q96GX2	A7L3B_HUMAN	ATXN7L3B	Ataxin-7-like protein 3B 	blue	-0.2656358799201701	0.02156753671525736
P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62 	blue	-0.3340761259567788	0.013142015179144132
P19320	VCAM1_HUMAN	VCAM1	Vascular cell adhesion protein 1 	blue	-0.9846344345312588	0.005809024875516602
F8W8R3	F8W8R3_HUMAN	POLD2	DNA polymerase delta subunit 2 	red	0.5674632400671449	0.0009610713001290719
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9 	blue	-0.29645579591322324	0.0008440677036646609
P09234	RU1C_HUMAN	SNRPC	U1 small nuclear ribonucleoprotein C 	blue	-0.5923385444341651	0.0008086469716674647
H0Y837	H0Y837_HUMAN	NUP214	Nuclear pore complex protein Nup214 (Fragment) 	blue	-0.5063744734482825	0.029907848788636657
P46060	RAGP1_HUMAN	RANGAP1	Ran GTPase-activating protein 1 	blue	-0.5898174784823631	0.0033479268253429335
Q9UQ35	SRRM2_HUMAN	SRRM2	Serine/arginine repetitive matrix protein 2 	blue	-0.7039604690446595	0.00974504350739437
O95297	MPZL1_HUMAN	MPZL1	Myelin protein zero-like protein 1 	blue	-0.4835472458674026	0.00979644450718941
P51858	HDGF_HUMAN	HDGF	Hepatoma-derived growth factor 	blue	-0.37593861838724685	0.0007878412100790246
P62424	RL7A_HUMAN	RPL7A	60S ribosomal protein L7a 	blue	-0.2171574369614646	0.002552878487567105
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1 	blue	-0.2694505564314653	0.021969035325829427
Q92882	OSTF1_HUMAN	OSTF1	Osteoclast-stimulating factor 1 	blue	-0.3549785249955715	0.005055913745534453
Q15035	TRAM2_HUMAN	TRAM2	Translocating chain-associated membrane protein 2 	red	0.5694829176667167	0.0002633662797802484
Q9UDY2	ZO2_HUMAN	TJP2	Tight junction protein ZO-2 	blue	-0.5051632798128338	0.01830228165207904
P14406	CX7A2_HUMAN	COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial 	blue	-0.28574837451102475	0.024624639485532354
P18074	ERCC2_HUMAN	ERCC2	General transcription and DNA repair factor IIH helicase subunit XPD 	red	0.3329928345561939	0.0251678472108988
E9PE17	E9PE17_HUMAN	MRPS17	28S ribosomal protein S17, mitochondrial (Fragment) 	blue	-0.5741956664650658	0.023640449660038435
P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit 	red	0.5289458266042146	0.007129826057790017
B4E1Q4	B4E1Q4_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3 	blue	-0.5317886886839691	0.040158194236994446
O14957	QCR10_HUMAN	UQCR11	Cytochrome b-c1 complex subunit 10 	blue	-0.883893597538906	0.001947800970382366
P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease 	blue	-0.3144398345030943	0.030921056110533477
Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK 	blue	-0.7885817929585421	0.010503215340170515
P46063	RECQ1_HUMAN	RECQL	ATP-dependent DNA helicase Q1 	blue	-0.6840790715570044	0.002678641708194316
Q5VSL9	STRP1_HUMAN	STRIP1	Striatin-interacting protein 1 	red	0.4395018706958851	0.031554887782032776
P50395	GDIB_HUMAN	GDI2	Rab GDP dissociation inhibitor beta 	blue	-0.27457241810289545	0.02218912971946253
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3 	blue	-0.26448134185933014	0.03345209500191009
Q99567	NUP88_HUMAN	NUP88	Nuclear pore complex protein Nup88 	red	0.6375455847259364	0.025734369614110835
Q9Y244	POMP_HUMAN	POMP	Proteasome maturation protein 	blue	-0.4605137065054574	0.021526628003875913
M0QYG8	M0QYG8_HUMAN	GMFG	Glia maturation factor gamma 	blue	-0.6071747230076383	0.013020814859741752
P62937	PPIA_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase A 	blue	-0.2830948440775103	0.001947800970382366
O75144	ICOSL_HUMAN	ICOSLG	ICOS ligand 	blue	-0.8159684126913298	0.00011134943400676753
A0A1W2PQU7	A0A1W2PQU7_HUMAN	GFAP	Glial fibrillary acidic protein (Fragment) 	blue	-0.6098814709791682	0.017174594289292328
Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog 	blue	-0.523794385341283	0.005403620468454589
Q15555	MARE2_HUMAN	MAPRE2	Microtubule-associated protein RP/EB family member 2 	blue	-0.25934959453598694	0.003220306281667804
P62072	TIM10_HUMAN	TIMM10	Mitochondrial import inner membrane translocase subunit Tim10 	blue	-0.4622371828961196	0.035487312312275844
Q8N668	COMD1_HUMAN	COMMD1	COMM domain-containing protein 1 	blue	-0.31001391980924176	0.010262889140542783
